,sub_id,run,pct_scrubbed
0,100003.0,1.0,14.814814814814813
1,100003.0,2.0,12.5
2,100003.0,3.0,23.14814814814815
3,100003.0,4.0,26.38888888888889
4,100003.0,5.0,32.407407407407405
5,100003.0,6.0,26.38888888888889
6,100009.0,1.0,6.018518518518518
7,100009.0,2.0,4.62962962962963
8,100009.0,3.0,0.0
9,100009.0,4.0,0.0
10,100009.0,5.0,0.0
11,100009.0,6.0,3.2407407407407405
12,100042.0,1.0,4.62962962962963
13,100042.0,2.0,4.166666666666666
14,100042.0,3.0,3.2407407407407405
15,100042.0,4.0,1.8518518518518516
16,100042.0,5.0,8.333333333333332
17,100042.0,6.0,10.185185185185185
18,100051.0,2.0,30.555555555555557
19,100051.0,3.0,17.12962962962963
20,100051.0,4.0,33.33333333333333
21,100051.0,5.0,44.44444444444444
22,100051.0,6.0,54.166666666666664
23,100057.0,1.0,0.9259259259259258
24,100057.0,2.0,0.4629629629629629
25,100057.0,3.0,0.9259259259259258
26,100057.0,4.0,1.3888888888888888
27,100057.0,5.0,3.2407407407407405
28,100057.0,6.0,10.185185185185185
29,100059.0,1.0,17.12962962962963
30,100059.0,2.0,9.25925925925926
31,100059.0,3.0,11.11111111111111
32,100059.0,4.0,11.11111111111111
33,100059.0,5.0,18.055555555555554
34,100059.0,6.0,22.22222222222222
35,100062.0,1.0,21.75925925925926
36,100062.0,2.0,29.629629629629626
37,100062.0,3.0,32.870370370370374
38,100062.0,4.0,18.055555555555554
39,100062.0,5.0,14.351851851851851
40,100062.0,6.0,18.98148148148148
41,100063.0,1.0,12.5
42,100063.0,2.0,20.37037037037037
43,100063.0,3.0,18.055555555555554
44,100063.0,4.0,27.314814814814813
45,100063.0,5.0,31.48148148148148
46,100063.0,6.0,37.96296296296296
47,100068.0,1.0,0.0
48,100068.0,2.0,0.4629629629629629
49,100068.0,3.0,1.3888888888888888
50,100068.0,4.0,0.0
51,100068.0,5.0,0.4629629629629629
52,100068.0,6.0,0.0
53,100103.0,1.0,12.5
54,100103.0,2.0,35.18518518518518
55,100103.0,4.0,48.148148148148145
56,100103.0,5.0,39.81481481481482
57,100103.0,6.0,20.37037037037037
58,100104.0,1.0,6.481481481481481
59,100104.0,2.0,13.425925925925927
60,100104.0,3.0,26.38888888888889
61,100104.0,4.0,16.203703703703702
62,100104.0,5.0,26.38888888888889
63,100104.0,6.0,42.592592592592595
64,100105.0,1.0,14.351851851851851
65,100105.0,2.0,46.2962962962963
66,100105.0,3.0,38.425925925925924
67,100105.0,4.0,30.09259259259259
68,100105.0,5.0,26.38888888888889
69,100105.0,6.0,39.351851851851855
70,100110.0,1.0,4.166666666666666
71,100110.0,2.0,0.9259259259259258
72,100110.0,3.0,8.333333333333332
73,100110.0,4.0,11.574074074074074
74,100110.0,5.0,6.481481481481481
75,100110.0,6.0,29.81366459627329
76,100128.0,1.0,2.7777777777777777
77,100128.0,2.0,12.5
78,100128.0,3.0,7.87037037037037
79,100128.0,4.0,5.092592592592593
80,100128.0,5.0,6.481481481481481
81,100128.0,6.0,18.98148148148148
82,100129.0,1.0,0.4629629629629629
83,100129.0,2.0,0.0
84,100129.0,3.0,0.0
85,100129.0,4.0,2.314814814814815
86,100129.0,5.0,0.0
87,100129.0,6.0,0.4629629629629629
88,100143.0,1.0,1.8518518518518516
89,100143.0,2.0,2.314814814814815
90,100143.0,3.0,0.9259259259259258
91,100143.0,4.0,10.648148148148149
92,100143.0,5.0,12.037037037037036
93,100143.0,6.0,18.98148148148148
94,100152.0,1.0,4.166666666666666
95,100152.0,2.0,5.092592592592593
96,100152.0,3.0,1.8518518518518516
97,100152.0,4.0,11.11111111111111
98,100152.0,5.0,9.25925925925926
99,100152.0,6.0,1.8518518518518516
100,100169.0,1.0,3.7037037037037033
101,100169.0,2.0,5.092592592592593
102,100169.0,3.0,9.25925925925926
103,100180.0,1.0,6.944444444444445
