,Unnamed: 0,neglogprob,sub_id,x0_alpha,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha,xopt_beta,xopt_exp_neg,xopt_exp_pos,model
0,24,97.00482237440832,100207.0,0.01788935790495938,1.0,0.4046601578704048,0.5445206149704042,0.0630991307692491,,0.2746192836091902,0.368908552018242,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
1,41,97.00482237441412,100207.0,0.3883241493509023,1.0,0.3731586762445411,0.475545175480508,0.06309910064507468,,0.2746197468513765,0.3689088276356136,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
2,19,97.00482237441577,100207.0,0.06546876949976488,1.0,0.09376703714069223,0.6145195892919919,0.06309894920855569,,0.2746196601571428,0.3689090385476215,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
3,10,97.00482237441841,100207.0,0.2456821738529488,1.0,0.9293028099369324,0.10684658937283607,0.06309894132651825,,0.2746196226295757,0.3689090475347159,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
4,29,97.00482237441963,100207.0,0.3892130196745643,1.0,0.052830746992341034,0.20907149799819336,0.06309914238965468,,0.27461927798685515,0.3689084493119973,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
5,32,97.00482237442154,100207.0,0.23229509640677626,1.0,0.32219540648229905,0.3949363069545048,0.06309898522757562,,0.2746196817840115,0.3689087968377408,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
6,15,97.0048223744286,100207.0,0.11975989958148225,1.0,0.28876832864259216,0.5516171013726335,0.06309900315974812,,0.2746191073413906,0.3689087255407592,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
7,21,97.0048223744331,100207.0,0.010882358408889736,1.0,0.19507643307496747,0.8411624951923317,0.06309894528424873,,0.27461973072787305,0.3689092236305102,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
8,35,97.00482237443858,100207.0,0.9016616298035012,1.0,0.2923415458362165,0.18969241666048908,0.06309897408298205,,0.2746194189616284,0.3689091411263576,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
9,36,97.00482237444204,100207.0,0.055833730887735585,1.0,0.10534601962715284,0.3824389651499094,0.06309911892845486,,0.2746192407741459,0.3689088734746483,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
10,48,97.00482237444322,100207.0,0.5805895823656868,1.0,0.14126361706638813,0.07534442037840583,0.06309906985681421,,0.2746193395387197,0.3689083941060227,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
11,28,97.00482237444592,100207.0,0.2557407220286221,1.0,0.2711715306670793,0.7213475723994658,0.0630991543516077,,0.2746194333042211,0.3689088955464001,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
12,18,97.00482237444706,100207.0,0.9892905099612574,1.0,0.8108558742152301,0.16269752871439225,0.06309897069930676,,0.2746199958544007,0.3689092286103589,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
13,23,97.0048223744498,100207.0,0.8504814423084794,1.0,0.2104403941822358,0.21763158959006426,0.06309912186589797,,0.2746190177073258,0.3689083040858422,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
14,34,97.00482237445392,100207.0,0.8771146741226743,1.0,0.12241358875712473,0.07219472361606605,0.06309908389573379,,0.27461898632171844,0.3689087441462528,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
15,2,97.00482237447477,100207.0,0.050047704935779584,1.0,0.909512367923178,0.5005806135701274,0.06309924545614662,,0.2746191881390547,0.3689083358745869,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
16,43,97.00482237447522,100207.0,0.043991213513101535,1.0,0.02639531342167856,0.017441511789823668,0.06309907012711544,,0.2746201258733317,0.3689090171978957,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
17,46,97.00482237450608,100207.0,0.20102286652021384,1.0,0.5326360656735631,0.311253888630034,0.06309883520465717,,0.2746199321739629,0.36890928036942,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
18,4,97.0048223745107,100207.0,0.8000021861358126,1.0,0.10927175212650088,0.5625620743803552,0.06309898667162675,,0.27461913068279553,0.3689083325922101,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
19,11,97.00482237452765,100207.0,0.21568620733700386,1.0,0.2905950582825101,0.13255672860534815,0.06309924438278648,,0.2746194237537811,0.3689088451614552,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
20,8,102.61899341743332,100207.0,0.21597523077358471,1.0,0.9883450582519312,0.023123308996784053,0.07281746561165925,,-17.848121045671405,0.1068491208986168,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
21,5,155.54666381104562,100207.0,0.5746073843153542,1.0,0.8157784920282946,0.17037078959271426,0.4516035049003978,,0.1150349584389234,0.12127900748509288,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
22,44,155.6615869972629,100207.0,0.3849983688669609,1.0,0.050023422768362365,0.6934809200806451,0.4182232989062672,,0.06077985402596986,0.09591036424948017,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
23,17,161.2792486879201,100207.0,0.4925866887243168,1.0,0.9672438029696594,0.057936893428547576,0.5585353339421302,,0.10370049104363496,0.10885117288709437,LearningParams_Fit_alpha-exp_neg-exp_pos_Fix_beta_
