,Unnamed: 0,neglogprob,sub_id,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp_neg,xopt_exp_pos,model
0,13,104.50289147220042,200085.0,0.2616013905642233,0.8007207322162108,1.0,0.10807905759141756,0.5,-9.592930795348957e-05,0.012528122228121441,,1.3934853728612848,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
1,30,104.50289147220042,200085.0,0.5783608171090198,0.04885188250597927,1.0,0.4366449692284964,0.5,-9.5929308765499e-05,0.012528122170237296,,1.393485263606,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
2,20,104.50289147220062,200085.0,0.16904249923474102,0.4530985212447184,1.0,0.2079687447842855,0.5,-9.592939699555467e-05,0.0125281143804644,,1.3934851978194307,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
3,26,104.50289147220072,200085.0,0.6392869579821779,0.11610003809245795,1.0,0.459718706609021,0.5,-9.5929448585697e-05,0.01252812239843859,,1.3934849959769793,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
4,40,104.50289147220072,200085.0,0.4054680215495011,0.10172708512031536,1.0,0.6406186264447357,0.5,-9.592934476431348e-05,0.012528116365760766,,1.3934852273728702,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
5,41,104.50289147220082,200085.0,0.22679681354635264,0.7536732931751905,1.0,0.05420969914043361,0.5,-9.592946804558337e-05,0.012528121585119149,,1.3934851225718194,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
6,29,107.96233685436,200085.0,0.1525988891949892,0.7961860566514752,1.0,0.799340362395107,0.5,0.07800844858197489,0.020389843658396502,,-0.6488593121805593,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
7,17,107.96233685436,200085.0,0.11972779326814732,0.19574463260425434,1.0,0.9351241086666559,0.5,0.07800841777806418,0.02038984391842217,,-0.6488591928729333,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
8,19,107.96233685436,200085.0,0.5489198129883222,0.004948412407523639,1.0,0.9083413443808857,0.5,0.0780085114125253,0.020389842953818776,,-0.6488599879984114,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
9,8,107.96233685436005,200085.0,0.9398274557986608,0.024035786323016617,1.0,0.6574157214521454,0.5,0.07800839884953026,0.020389842995670537,,-0.6488590019545593,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
10,5,107.96233685436005,200085.0,0.7060862658936822,0.3292531059507299,1.0,0.01699555120682794,0.5,0.07800843408188128,0.020389844787940186,,-0.6488591878869894,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
11,16,107.9623368543602,200085.0,0.07771709546356588,0.11258031165104254,1.0,0.5990254444549977,0.5,0.07800849264496959,0.020389840885514744,,-0.6488596933525093,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
12,36,107.96233685436023,200085.0,0.2282640730921951,0.7506523619559922,1.0,0.8316372115440576,0.5,0.0780085082966583,0.020389846766380518,,-0.6488597170647098,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
13,27,107.96233685436023,200085.0,0.10103618627984677,0.809302132148489,1.0,0.3303384648316413,0.5,0.07800841856058585,0.020389842270577833,,-0.6488590873000791,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
14,48,107.96233685436023,200085.0,0.22216655490224524,0.22482447960783006,1.0,0.4137771649728873,0.5,0.07800842499756097,0.02038984026802652,,-0.6488594398902663,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
15,7,107.96233685436027,200085.0,0.2937897626582165,0.08376471716011957,1.0,0.9956230395626232,0.5,0.07800836080383776,0.02038984305362887,,-0.6488588886810107,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
16,37,107.96233685436049,200085.0,0.051370642052251385,0.6301658673068489,1.0,0.4637550283839169,0.5,0.07800846691118947,0.020389848630522043,,-0.6488593251385786,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
17,32,107.96233685436049,200085.0,0.9707613213312484,0.0069866679749120975,1.0,0.4188466703398469,0.5,0.0780085064930241,0.02038984862840813,,-0.6488593412991689,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
18,21,107.9623368543612,200085.0,0.22935766282052186,0.6385165425576235,1.0,0.9059266498568516,0.5,0.07800850464438185,0.020389844689995933,,-0.648858999432419,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
19,24,107.96233685436131,200085.0,0.5364022621082796,0.056704824504755225,1.0,0.5332262027953276,0.5,0.0780085741645154,0.020389840005427984,,-0.6488598419246312,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
20,35,108.40580351524929,200085.0,0.4647204074988954,0.04500840288175667,1.0,0.0247940816250698,0.5,0.0012054255292373534,0.01798418532975526,,0.0434187175272532,,LearningParams_Fit_alpha_neg-alpha_pos-exp_neg_Fix_beta-exp_pos_
