,Unnamed: 0,neglogprob,sub_id,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp_neg,xopt_exp_pos,model
0,31,99.77488883483707,407260.0,0.06176343976432708,0.05,0.2022809639451517,0.5,0.8227072295182281,0.04268327040824901,,2.116541606720891,,0.257244048088082,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
1,47,99.77488883483713,407260.0,0.12472916705952394,0.05,1.8167246603891,0.5,0.5208952290960259,0.042683272890929914,,2.116541629317056,,0.25724407329734833,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
2,39,99.77488883483713,407260.0,0.7943825463476718,0.05,3.799616003194142,0.5,0.4565085862268082,0.042683276116588766,,2.1165411578007256,,0.2572440976855965,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
3,29,99.77488883483713,407260.0,0.15672847910269694,0.05,4.388724846797016,0.5,0.3354895517214207,0.04268327008212393,,2.116541524652406,,0.25724406465940264,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
4,45,99.77488883483713,407260.0,0.2597461976605011,0.05,1.8336533640564772,0.5,0.49649098994967894,0.04268327180737732,,2.116541503945586,,0.25724406144782225,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
5,38,99.77488883483713,407260.0,0.903263983409488,0.05,1.683448411547494,0.5,0.4558940903411812,0.04268327045881845,,2.1165417290634467,,0.25724405766473485,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
6,3,99.77488883483716,407260.0,0.5326669454676728,0.05,4.154876836127111,0.5,0.6865940486747075,0.04268326725003478,,2.116541705305395,,0.2572440527840504,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
7,32,99.77488883483716,407260.0,0.9126986889734652,0.05,2.8865257569887093,0.5,0.754935855386154,0.04268327552539994,,2.1165411609061486,,0.25724409338317666,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
8,25,99.77488883483716,407260.0,0.7360558923825319,0.05,4.987553878268273,0.5,0.4975407477001328,0.04268327671124883,,2.1165411166040915,,0.25724409311954954,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
9,41,99.77488883483716,407260.0,0.9592825984762541,0.05,2.904098958744472,0.5,0.7439863666215486,0.04268326910238249,,2.11654156745682,,0.25724405156029995,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
10,22,99.77488883483718,407260.0,0.6100500576623276,0.05,0.31448441409880895,0.5,0.3888389337847583,0.04268327420822657,,2.11654127037667,,0.2572440953999001,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
11,0,99.77488883483721,407260.0,0.6201162304835505,0.05,4.550906030931298,0.5,0.6910501956371459,0.042683266894660565,,2.116541820127236,,0.2572440555912944,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
12,8,99.77488883483721,407260.0,0.13035871784558395,0.05,4.484680051278978,0.5,0.13472619774148176,0.04268327831017501,,2.116541274902433,,0.2572441052457426,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
13,27,99.77488883483721,407260.0,0.9028013912949872,0.05,3.445829157440477,0.5,0.9755934051731256,0.042683270045933606,,2.1165416934942187,,0.2572440728481802,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
14,48,99.77488883483721,407260.0,0.30298461798981924,0.05,2.0465376038621663,0.5,0.6244945367932753,0.042683267780278915,,2.1165417424689097,,0.25724404280931235,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
15,24,99.77488883483723,407260.0,0.6794352048207574,0.05,2.4188761105738728,0.5,0.5647593567941264,0.04268327904392237,,2.1165411500303177,,0.2572441073224461,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
16,14,99.77488883483723,407260.0,0.2514749974232755,0.05,2.4295763918730757,0.5,0.23769461923582105,0.04268327442285698,,2.1165412954673983,,0.25724409771188683,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
17,10,99.77488883483723,407260.0,0.8081679860932875,0.05,4.1984627092043265,0.5,0.507335966764191,0.04268327442974916,,2.11654126648146,,0.25724409182385466,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
18,13,99.77488883483727,407260.0,0.7128071372043554,0.05,2.3864315887801237,0.5,0.3009480485467357,0.04268327796489381,,2.1165411007952253,,0.257244092803806,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
19,9,99.77488883483727,407260.0,0.6641840494719812,0.05,0.5441435458818339,0.5,0.5051156351878203,0.042683268116312484,,2.116541563497731,,0.2572440531727607,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
20,4,99.77488883483728,407260.0,0.5636294372571967,0.05,4.092086957911645,0.5,0.3681817458512224,0.042683280742774055,,2.116541108395161,,0.2572441091094382,LearningParams_Fit_alpha_neg-beta-exp_pos_Fix_alpha_pos-exp_neg_
