,Unnamed: 0,neglogprob,sub_id,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp_neg,xopt_exp_pos,model
0,4,21.617965160688595,407672.0,0.477764287637766,0.5630956650023254,3.3457497003799226,0.3310892543147482,0.5,5.0781190736168236e-06,0.00525746646145595,29.63193168789774,2.2139723036159773,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
1,47,21.630772107625948,407672.0,0.5370994452107127,0.31535241167551675,2.443604327942208,0.4346985728813395,0.5,7.232745120509117e-06,0.005343084301381047,28.715171260032267,2.142727347851909,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
2,9,21.644875202786974,407672.0,0.6400575776221751,0.6049783859332382,3.0593273415587436,0.5473918090794765,0.5,1.1458438412646875e-05,0.015412667969141362,10.015824990847117,2.273056527717622,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
3,24,21.647588690682696,407672.0,0.18586682975150826,0.4855010638713687,2.212081674235164,0.32127599480255564,0.5,1.0782261812760382e-05,0.017913875783162628,8.719382086932836,2.3184717770302727,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
4,12,21.667531530543272,407672.0,0.15984287893138593,0.24450000449832746,2.182168395747599,0.7098643682711098,0.5,2.118758064071607e-05,0.010062773879901472,15.689408414744554,2.042801576621093,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
5,30,21.680178669688324,407672.0,0.4030462135039759,0.5828028115794884,0.4769424400485395,0.8718451490703475,0.5,2.891942039606014e-05,0.013374657125084887,11.744476563690732,2.037948768986034,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
6,29,21.68119322596422,407672.0,0.4724717691859989,0.3966090858556831,2.0989258583899124,0.5700958069231293,0.5,1.2570018094104878e-05,0.029890453293659414,5.106841650826462,2.399434848012317,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
7,20,21.689474232493385,407672.0,0.036194901092780896,0.532067119503824,3.293204463779748,0.6176424186217009,0.5,1.5132479770973807e-05,0.003577289870288922,43.66423870659042,1.8928213295740648,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
8,43,21.692039844041144,407672.0,0.3166359530684835,0.5357108742500802,0.4816788406813222,0.2444940148792901,0.5,1.8609816623898766e-05,0.029003099469481423,5.145260567876154,2.3105068078824824,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
9,22,21.69658731141329,407672.0,0.4841198859184093,0.7690017075443721,2.6241437667514806,0.7363841359237749,0.5,2.131848558661923e-05,0.031235340840943093,4.877344640587426,2.2955220729250536,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
10,41,21.71116917989668,407672.0,0.044864665174560565,0.6389892944141127,4.414823250871662,0.6068336474225824,0.5,2.8659278008356243e-05,0.03379054548539112,4.549582804530616,2.2463256867184818,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
11,31,21.7191611523204,407672.0,0.11024158162916307,0.6419275849089079,1.9609668748783329,0.6243800055703733,0.5,1.0315318679029351e-05,0.04415655939423594,3.4927265960588647,2.526035628099115,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
12,44,21.722051815204118,407672.0,0.9884622310608878,0.5735877435469645,2.156455438970695,0.8494440075645278,0.5,1.564685928163282e-05,0.04313961775382985,3.5487860443680965,2.433731161410772,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
13,49,21.73025425437354,407672.0,0.9124284395514384,0.7090216515994668,4.8139128098527095,0.28796442262903565,0.5,5.9593295382364485e-06,0.0008785128695741218,183.72525644517103,1.7840406272347733,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
14,28,21.734864021573237,407672.0,0.15940673994095134,0.8464913191345238,4.989042815602517,0.4820667592001796,0.5,7.056998145053259e-05,0.024402187649946644,6.3534745629198,1.978726680821428,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
15,1,21.736173252713094,407672.0,0.4517652143350276,0.987006188775472,3.6967343336330982,0.6043756428021786,0.5,3.213693240915114e-05,0.04120384401715682,3.80103952912613,2.2610700193910183,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
16,19,21.739786143277712,407672.0,0.9092515245730796,0.3404572851931699,2.8485882552426656,0.4854041284648182,0.5,7.29649483804647e-05,0.01825736174634536,8.349937981813941,1.9095775916436264,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
17,13,21.794111814816127,407672.0,0.010486369583749156,0.0158440978370864,2.8903004471124483,0.8219385324027576,0.5,3.987660628375778e-05,0.060784721132119975,2.5171060935122243,2.3054989519802422,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
18,40,21.79896539434834,407672.0,0.8210252301397799,0.4713708437226756,4.340655956584558,0.6924098003297797,0.5,0.00014077728618019418,0.02055888693451076,7.56445424541489,1.7918136252001882,,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg_Fix_exp_pos_
