,Unnamed: 0,neglogprob,seed,sub_id,x0_alpha,x0_beta,x0_exp,xopt_alpha,xopt_beta,xopt_exp,model
37,4.0,46.38937283414819,2543866.0,411256.0,0.7893093822224893,0.4359657948160045,1.0,0.05,0.18899138616237374,,LearningParams_Fit_alpha-beta_Fix_exp_
38,23.0,46.38937290641406,85747298.0,411256.0,0.4218747372812091,2.6402882295220387,1.0,0.05,0.1889982527876748,,LearningParams_Fit_alpha-beta_Fix_exp_
39,1.0,,35280701.0,411256.0,0.4633586542652609,3.3813997277263708,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
40,9.0,,40136433.0,411256.0,0.7123667013504381,4.571475199200762,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
41,10.0,,52382977.0,411256.0,0.4438999921518596,3.8943058754973863,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
42,12.0,,56605072.0,411256.0,0.7415651264460907,3.029275261682732,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
43,14.0,,57074090.0,411256.0,0.6013139989587144,7.509745661015639,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
44,20.0,,75431267.0,411256.0,0.8020268992596494,2.613762324867836,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
45,22.0,,83088275.0,411256.0,0.9797519349821956,4.625543601713578,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
46,30.0,,97936480.0,411256.0,0.6366944891330901,2.8681523960743456,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
47,45.0,,65194079.0,411256.0,0.5947117530148615,2.4553630799846107,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
48,46.0,,46381520.0,411256.0,0.8900937369586233,4.5950525334939245,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
49,49.0,,50779325.0,411256.0,0.8833854154107398,1.9495345885414568,1.0,inf,inf,,LearningParams_Fit_alpha-beta_Fix_exp_
0,17.0,105.45362460471479,85887866.0,100063.0,0.5056387153965403,0.7528077612788642,1.0,0.05,0.04695298577394491,,LearningParams_Fit_alpha-beta_Fix_exp_
1,8.0,105.45362460471485,91762938.0,100063.0,0.005934489631177031,2.279995310490736,1.0,0.05,0.04695298585208105,,LearningParams_Fit_alpha-beta_Fix_exp_
2,5.0,105.45362460471485,95003538.0,100063.0,0.2920260265774083,1.40082374799588,1.0,0.05,0.04695298388098651,,LearningParams_Fit_alpha-beta_Fix_exp_
3,9.0,105.45362460471485,40701855.0,100063.0,0.5367362798168829,1.8899039867811875,1.0,0.05,0.04695298510410553,,LearningParams_Fit_alpha-beta_Fix_exp_
