,Unnamed: 0,neglogprob,sub_id,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp,model
0,16,86.15015352067337,100110.0,0.7824858862933448,0.1733960516436437,1.0,0.036952329677393925,0.11034835896121024,0.11030562057314644,,0.20071490477972875,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
1,36,86.15015352069014,100110.0,0.28650708614124976,0.1637620497166522,1.0,0.143557528548671,0.1103480949229557,0.1103054268901554,,0.20071535552330627,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
2,15,86.15015352069746,100110.0,0.468122880274671,0.3423196464591586,1.0,0.3843988097540789,0.11034809233184018,0.1103053551455933,,0.2007150906485524,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
3,2,86.15015352071724,100110.0,0.1652789656991165,0.1665244215159094,1.0,0.7352147929435601,0.11034850526409233,0.11030579222829592,,0.20071457034177845,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
4,44,86.15015352072558,100110.0,0.1901357448446389,0.1527909719175442,1.0,0.09631583528565536,0.11034813445270844,0.11030562626513203,,0.2007151824100492,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
5,8,86.15015352074292,100110.0,0.3979626114194339,0.14761403189566802,1.0,0.4968355532370878,0.11034837043672124,0.11030582132975583,,0.2007147390728756,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
6,12,86.15015352075346,100110.0,0.06296132196761672,0.20737611324573568,1.0,0.7499417049903714,0.11034831114669696,0.11030576525760537,,0.200714570181918,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
7,48,86.15015352085213,100110.0,0.6437215487441417,0.43791489522544136,1.0,0.15108844358588236,0.1103484535330302,0.110305432693769,,0.20071442067942688,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
8,31,86.15015352092222,100110.0,0.14380673367977947,0.5383145607449408,1.0,0.19639278485597975,0.11034818804490598,0.11030560579495416,,0.20071617162937985,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
9,4,95.30315982885071,100110.0,0.8044561285444691,0.16588321040232035,1.0,0.3578802864521265,0.23352779324158185,0.3983532367734317,,-0.2606321526805423,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
10,29,96.87585342367146,100110.0,0.4971256682720667,0.17282878187925022,1.0,0.4509479585394628,0.2497793500385859,0.3062736284720164,,0.0904481984465915,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
11,30,96.8758534237204,100110.0,0.756907632415711,0.2153721583568703,1.0,0.19472297717389286,0.2497793676576821,0.30627369596593584,,0.09044871946296244,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
12,9,104.28570385021568,100110.0,0.383486518814484,0.4516551530133058,1.0,0.5831756319634434,0.3911474790008336,0.4807164143196621,,0.07014829972247999,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
13,49,104.28570385024337,100110.0,0.8205530133162466,0.411532973968452,1.0,0.0673734004220854,0.3911475504548648,0.480716409576315,,0.07014836586660939,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
14,17,113.84513257377628,100110.0,0.6865428817755823,0.8940669834053023,1.0,0.022100832575331242,0.63677001826754,0.7330221452274406,,0.010713554231868334,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
15,43,115.50390554399492,100110.0,0.5430447102041758,0.8580725482963171,1.0,0.39944657122197225,0.7278889201017306,0.7900704787125313,,0.01195451842811663,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
16,18,115.50390554575188,100110.0,0.5385174744631543,0.7759204605448543,1.0,0.6249427496172909,0.7278890437185472,0.7900706030540905,,0.011954437610672657,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
17,6,116.12651177715463,100110.0,0.8324220857487772,0.7002166443546892,1.0,0.048980861173148586,0.7176533835524965,0.7269333233913864,,0.045899125418321134,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
18,37,116.885225767192,100110.0,0.6210980900534044,0.49343136653451397,1.0,0.7336805500373431,0.7139446743923026,0.7166390695124699,,0.02010427416033748,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
19,14,117.02898076039669,100110.0,0.6221217387357645,0.5742312795261845,1.0,0.6867121091191992,0.7319621350465837,0.8174187768067221,,0.02199496025365732,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
20,1,117.72096400810305,100110.0,0.8725531058679253,0.5116738443900388,1.0,0.2825599573870935,0.7307608461798103,0.8186037509547446,,0.031530105728666075,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
21,47,117.72096400822159,100110.0,0.7699400654563752,0.8118399842253423,1.0,0.05334319167756752,0.7307610658540047,0.8186037387988631,,0.031530558505575096,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
22,41,117.72096400867376,100110.0,0.5881517884061296,0.8358526402611914,1.0,0.6864379521158886,0.7307612085265183,0.8186040165137456,,0.03153011256885012,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
23,5,117.72096400917853,100110.0,0.7233346358929459,0.9257513397460918,1.0,0.0669669970495761,0.7307610333902601,0.8186040515692297,,0.03153017465893608,LearningParams_Fit_alpha_neg-alpha_pos-exp_Fix_beta_
