,Unnamed: 0,neglogprob,seed,sub_id,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp_neg,x0_exp_pos,x0_lossave,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp_neg,xopt_exp_pos,xopt_lossave,model
31,18,,1209835.0,407672.0,0.9647403020703958,0.176519491182467,0.17954040983833489,0.970549454489398,0.8866441952349163,4.12128806096564,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
32,19,,92488482.0,407672.0,0.10355098386493042,0.918949595737578,0.3826972633207684,0.5523578119183159,0.09855383398075768,0.8045964395591827,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
33,20,,30937694.0,407672.0,0.6297353761257108,0.06561806661166167,2.750289952128825,0.5133077371889131,0.12093400634162957,0.3535142603159049,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
34,21,,72734199.0,407672.0,0.5169152009949959,0.8451527279363488,1.7174682337390856,0.5199056073505042,0.44213738128004015,5.026868697868722,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
35,25,,29057759.0,407672.0,0.5298620750059028,0.4938984607259058,3.94108092938217,0.035338600177278995,0.9751772114592756,1.4069442576869573,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
36,28,,89802831.0,407672.0,0.8014038314706668,0.4149649114806871,2.9361420398494533,0.19595533341160126,0.9842414191465712,3.4504824693200646,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
37,30,,27025049.0,407672.0,0.5593559675592026,0.08709498445273585,2.57480286727344,0.07434219878768203,0.3053355340042785,2.7680501144324543,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
38,31,,79387907.0,407672.0,0.6599848356579835,0.3934578382240845,3.1735962673329943,0.8123833412560133,0.7017241540227529,5.2805732009851525,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
39,33,,22288389.0,407672.0,0.6323483744435755,0.3151570585320767,0.6997580670059069,0.4124258650827043,0.3306055861821197,6.230738318864303,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
40,34,,11454109.0,407672.0,0.8924582543101318,0.3041732593581646,0.6570850090875445,0.7389452365210759,0.69228858609873,2.041734288543076,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
41,35,,35770530.0,407672.0,0.4830554090355586,0.42095793387209096,1.1019574379958028,0.7769620892233972,0.4062406318370532,3.5986408382214305,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
42,36,,96390135.0,407672.0,0.509674285746575,0.9905002267653972,3.989410826552043,0.18078957965785425,0.5223399577106332,2.8425682709884392,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
43,37,,33515879.0,407672.0,0.3519683260273489,0.3921216897495897,0.4052957535721585,0.1722849819562329,0.414868289414736,1.5846933434966723,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
44,39,,92702879.0,407672.0,0.1393636138806295,0.4552597728729727,0.1465465824656702,0.5133615150438756,0.3179691245680406,2.4847770686092887,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
45,40,,54770717.0,407672.0,0.0426103643348573,0.42057760048333537,2.9975271714110794,0.8676414688073397,0.13752316422901528,4.311606232798764,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
46,43,,85837456.0,407672.0,0.4452016733245481,0.6468587640348274,2.125204425451225,0.5765276661987688,0.31606826635368396,2.175972515665107,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
47,45,,75457509.0,407672.0,0.41125603526639976,0.04731275729054078,3.5878759082125544,0.5390373906227401,0.6102569810788577,0.07165792036473739,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
48,47,,68281762.0,407672.0,0.5752700390422452,0.5622166379683083,1.3559678094617449,0.8206803167217741,0.7385979773370556,1.6117458643212226,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
49,49,,67795863.0,407672.0,0.7956515963133647,0.5423575708107163,0.6152850770940548,0.7585334050254895,0.8039105256352398,4.7817609175194775,inf,inf,inf,inf,inf,inf,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
0,34,86.96854837743005,66641669.0,200088.0,0.8016822828143336,0.10349013708070796,7.773831962248205,0.04543928666552118,0.7114823989729852,4.978339025282311,0.05,1.0873383928040812,0.4687919758887909,0.8351161256488343,0.05,0.5560306251423449,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
1,17,86.96890386983424,87111340.0,200088.0,0.4314031814911702,0.8167365715714083,1.7134160530569706,0.5177764929853821,0.8392682265207221,2.01703366314844,0.05,1.086759841864276,0.4717813931060018,0.8349819358586555,0.05,0.551339936729207,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
2,44,86.9746380838357,26811656.0,200088.0,0.6753808080594288,0.7034534027016626,1.6028682133549494,0.449470845384786,0.4730789782797165,3.667063416523852,0.05,1.1821693611634632,0.4210994145902496,0.8398283109924519,0.05,0.6406025260814249,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
3,49,86.97998803831922,28462441.0,200088.0,0.15387238286348845,0.2793474697484937,2.170142443332634,0.9520862389167476,0.3761162643222902,1.948970795820102,0.05232607547975415,1.1698464473062946,0.4325488028050057,0.8316162388217784,0.05,0.6065193063299088,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
4,31,88.40791087311734,53621350.0,200088.0,0.6398708582323482,0.7115234309012757,0.4217716141444899,0.6972461806942236,0.409144657140841,3.0929364553855416,0.05950093528149626,1.74948889104783,0.22148060264148908,0.83910006005476,0.08435082126000787,1.5593941461208702,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
5,13,89.85051046922474,30474875.0,200088.0,0.8187998893208597,0.1791188116913784,1.1608772744736962,0.4654837712441992,0.6648000076573444,4.6512690599189295,0.05,0.9084457717192128,0.16759334039948506,0.8193711722862456,0.21478626842825865,2.8590759896113283,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
6,43,91.15030549319565,42347562.0,200088.0,0.5474041687132267,0.3992632239518485,0.8545855472048999,0.2262322574149736,0.20756834804630708,4.064019709050537,0.17836793795972875,0.8477634866431422,0.16081401450710262,0.5894045586490976,0.3135218949687064,2.523949799504116,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
7,1,103.45906518427157,17899281.0,200088.0,0.5833877330660069,0.2925837243681532,3.33670781089618,0.4694971141081354,0.4507390956600246,3.5207983946630703,0.3122027903093623,0.08271835769701988,0.22670554361185255,0.06914966760846679,0.6586544871683133,0.7323077498643087,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos-lossave_Fix_
