,Unnamed: 0,neglogprob,sub_id,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp,model
0,48,59.83806917588267,200173.0,0.0480742923683235,0.05,4.277916532419167,0.5,0.040873077456851266,,4.2418212037034175,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
1,22,59.83806917588272,200173.0,0.08513736034760566,0.05,1.6782771167143793,0.5,0.04087307872064594,,4.241821404132883,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
2,24,59.83806917588273,200173.0,0.04715626930896066,0.05,3.3702744214502345,0.5,0.040873077850834896,,4.241821276961456,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
3,29,59.83806917588273,200173.0,0.19955955580613394,0.05,1.0151195960759134,0.5,0.040873077917925986,,4.241821380775365,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
4,7,59.83806917588274,200173.0,0.20507148425707888,0.05,2.2208639887676496,0.5,0.04087307835895845,,4.241820967016079,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
5,41,59.83806917588276,200173.0,0.10030560879368333,0.05,0.4557137216233737,0.5,0.04087307805538,,4.241821347158773,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
6,18,59.838069175882815,200173.0,0.03185642039554082,0.05,4.054522277940124,0.5,0.0408730782055711,,4.2418211526259615,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
7,32,59.838069175882815,200173.0,0.06764086147391146,0.05,3.2588273461324535,0.5,0.04087308025455731,,4.241821093135007,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
8,33,59.838069175882865,200173.0,0.07055549111793669,0.05,3.2351786325527687,0.5,0.04087307914219804,,4.24182061423118,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
9,11,59.838069175882886,200173.0,0.0833320930071072,0.05,0.16442778901493205,0.5,0.04087307645837375,,4.241821364529687,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
10,49,59.83806917588289,200173.0,0.15072436013423418,0.05,2.7851693926479846,0.5,0.040873079981092714,,4.241821035900002,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
11,27,59.8380691758829,200173.0,0.17525750920347571,0.05,4.664602037321925,0.5,0.040873080358603715,,4.241821159110317,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
12,36,59.83806917588294,200173.0,0.2519216818198248,0.05,1.2197584597262912,0.5,0.040873079704733715,,4.241821499746993,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
13,34,59.83806917588295,200173.0,0.010920478299518366,0.05,0.8943509608218531,0.5,0.04087307633705875,,4.241821102456273,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
14,26,59.83806917588307,200173.0,0.2862943878331996,0.05,2.2530708462709965,0.5,0.04087308061731587,,4.241820648214498,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
15,25,59.838069175883284,200173.0,0.14801067401249834,0.05,2.1288475515010976,0.5,0.04087308068833834,,4.241821198727251,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
16,37,59.838069175883525,200173.0,0.1524829810579731,0.05,2.1446317457272475,0.5,0.04087308158639463,,4.24182113890218,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
17,43,99.22085835182482,200173.0,0.6329280144280384,0.05,2.9617138434931785,0.5,5.686444024477468,,0.02136656787806778,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
18,3,99.23260514341487,200173.0,0.4522338950737059,0.05,2.198714459722214,0.5,5.6713322108014985,,0.02146293693661192,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
19,1,99.23292651842195,200173.0,0.8796571732018155,0.05,0.9543149485231373,0.5,5.6713322075292805,,0.02156387177332006,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
20,46,99.24467608280209,200173.0,0.9320375961872888,0.05,4.842844773782514,0.5,5.678475899088656,,0.02142927486141065,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
21,12,99.24467608287036,200173.0,0.3009884077053577,0.05,3.4603187320143984,0.5,5.67847589831722,,0.0214289063815273,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
22,42,99.24467608673166,200173.0,0.9601077523951728,0.05,0.5018561670418897,0.5,5.678475896037182,,0.02142977540967414,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
23,44,99.24963429537551,200173.0,0.7217032916159586,0.05,2.2283666320014155,0.5,5.678475866545401,,0.021828236574476727,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
24,6,99.25283040714615,200173.0,0.4890243163404253,0.05,2.6491021034303235,0.5,5.6784759054712985,,0.02092367643591789,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
25,0,99.25959511335137,200173.0,0.9700798322563432,0.05,3.0880266274324124,0.5,5.943324952503557,,0.02087120041782596,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
26,21,99.27348295230694,200173.0,0.6605119526168068,0.05,3.3261406633945074,0.5,5.683170239292647,,0.02139016232421004,,LearningParams_Fit_alpha_neg-beta_Fix_alpha_pos-exp_
