"payoff.level"	"balloon"	"rt"	"resp"	"explode.trial"	"explode.time"	"finish.time"	"exploded"	"trial.total"	"cumulative.total"	"finished"	"trial.start"	"trial.end"	"trial.num"	"secs"	"start.time"	"iti"	"isi"
0.01	1	0.00205286100026569	1	109	NA	195.507918698	0	0.16	1.34	1	189.665799764	189.667852625	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00203114499890944	1	109	NA	195.507918698	0	0.16	1.34	1	189.899579176999	189.901610321998	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00211826899976586	1	109	NA	195.507918698	0	0.16	1.34	1	190.133329684999	190.135447953999	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00205430599817191	1	109	NA	195.507918698	0	0.16	1.34	1	190.366989776001	190.369044081999	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00391346200194675	1	109	NA	195.507918698	0	0.16	1.34	1	190.600625187999	190.604538650001	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.047707038000226	1	109	NA	195.507918698	0	0.16	1.34	1	190.834268317998	190.881975355998	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0373471979983151	1	109	NA	195.507918698	0	0.16	1.34	1	191.118196687999	191.155543885998	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.34614698400037	1	109	NA	195.507918698	0	0.16	1.34	1	191.385440092999	191.731587077	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.512685749999946	1	109	NA	195.507918698	0	0.16	1.34	1	191.969670005001	192.482355755001	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.641768845001934	1	109	NA	195.507918698	0	0.16	1.34	1	192.720893812999	193.362662658001	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.284691667999141	1	109	NA	195.507918698	0	0.16	1.34	1	193.589193483	193.873885150999	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00200232399947708	1	109	NA	195.507918698	0	0.16	1.34	1	194.106617916001	194.10862024	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.430402892001439	1	109	NA	195.507918698	0	0.16	1.34	1	194.340431459997	194.770834351999	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.498158844999125	2	109	NA	195.507918698	0	0.16	1.34	1	195.008239342998	195.506398187998	"16"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.480944013997942	1	71	NA	203.587902661999	0	0.16	1.5	1	197.562481048	198.043425061998	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00454810699739028	1	71	NA	203.587902661999	0	0.16	1.5	1	198.280373818001	198.284921924998	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0039682049973635	1	71	NA	203.587902661999	0	0.16	1.5	1	198.514053053001	198.518021257998	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00459414500073763	1	71	NA	203.587902661999	0	0.16	1.5	1	198.747801733	198.752395878	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00383359400075278	1	71	NA	203.587902661999	0	0.16	1.5	1	198.98145806	198.985291654	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.098724196999683	1	71	NA	203.587902661999	0	0.16	1.5	1	199.21523251	199.313956706999	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00456558199948631	1	71	NA	203.587902661999	0	0.16	1.5	1	199.549146663001	199.553712245	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0020327800011728	1	71	NA	203.587902661999	0	0.16	1.5	1	199.782850326999	199.784883107	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00387064499955159	1	71	NA	203.587902661999	0	0.16	1.5	1	200.016584642999	200.020455287999	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00394824199975119	1	71	NA	203.587902661999	0	0.16	1.5	1	200.250295337999	200.254243579999	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00390427700040163	1	71	NA	203.587902661999	0	0.16	1.5	1	200.484005963001	200.487910240001	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00385946999813314	1	71	NA	203.587902661999	0	0.16	1.5	1	200.717805939999	200.721665409998	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.108037672998762	1	71	NA	203.587902661999	0	0.16	1.5	1	200.951410469999	201.059448142998	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.36621122699944	1	71	NA	203.587902661999	0	0.16	1.5	1	201.285406819999	201.651618046999	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.253397913002118	1	71	NA	203.587902661999	0	0.16	1.5	1	201.886298034999	202.139695948001	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.343870911998238	1	71	NA	203.587902661999	0	0.16	1.5	1	202.370423464999	202.714294376998	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.648194109999167	2	71	NA	203.587902661999	0	0.16	1.5	1	202.938117132999	203.586311242998	"17"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.17637599599766	1	96	NA	212.651519227999	0	0.18	1.68	1	205.625950267	205.802326262998	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00209487399843056	1	96	NA	212.651519227999	0	0.18	1.68	1	206.043333654001	206.045428527999	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00376708800104097	1	96	NA	212.651519227999	0	0.18	1.68	1	206.277118727998	206.280885815999	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00460791699879337	1	96	NA	212.651519227999	0	0.18	1.68	1	206.510916662999	206.515524579998	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00454369499857421	1	96	NA	212.651519227999	0	0.18	1.68	1	206.744544462999	206.749088157998	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00454660600007628	1	96	NA	212.651519227999	0	0.18	1.68	1	206.978312316998	206.982858922998	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00382467300005374	1	96	NA	212.651519227999	0	0.18	1.68	1	207.212028812999	207.215853485999	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.116513450000639	1	96	NA	212.651519227999	0	0.18	1.68	1	207.445830167999	207.562343617999	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00473268499990809	1	96	NA	212.651519227999	0	0.18	1.68	1	207.796390307998	207.801122992998	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0021051690018794	1	96	NA	212.651519227999	0	0.18	1.68	1	208.030032227998	208.032137397	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00218707699968945	1	96	NA	212.651519227999	0	0.18	1.68	1	208.263785602998	208.265972679998	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00385074299992993	1	96	NA	212.651519227999	0	0.18	1.68	1	208.497588804999	208.501439547999	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.232684300000983	1	96	NA	212.651519227999	0	0.18	1.68	1	208.731170039999	208.96385434	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0605711669995799	1	96	NA	212.651519227999	0	0.18	1.68	1	209.198651863	209.25922303	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0720817789988359	1	96	NA	212.651519227999	0	0.18	1.68	1	209.482468733	209.554550511999	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0991577000022517	1	96	NA	212.651519227999	0	0.18	1.68	1	209.782985614998	209.882143315001	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.445848483999725	1	96	NA	212.651519227999	0	0.18	1.68	1	210.116813843	210.562662327	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.593317522998404	1	96	NA	212.651519227999	0	0.18	1.68	1	210.784611313	211.377928835998	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	1.04720431199894	2	96	NA	212.651519227999	0	0.18	1.68	1	211.602749607999	212.649953919998	"18"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0021349390008254	1	91	NA	220.595750638	0	0.2	1.88	1	214.707928513999	214.710063453	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00326474200119264	1	91	NA	220.595750638	0	0.2	1.88	1	214.941664819999	214.944929562	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00199028800125234	1	91	NA	220.595750638	0	0.2	1.88	1	215.175432242999	215.177422531	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00454454200007604	1	91	NA	220.595750638	0	0.2	1.88	1	215.409152357999	215.413696899999	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0045846069988329	1	91	NA	220.595750638	0	0.2	1.88	1	215.642866798	215.647451404999	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00381550599922775	1	91	NA	220.595750638	0	0.2	1.88	1	215.876544838	215.880360343999	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00388518100226065	1	91	NA	220.595750638	0	0.2	1.88	1	216.110320592998	216.114205774	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00456544500048039	1	91	NA	220.595750638	0	0.2	1.88	1	216.344117973	216.348683418	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0038316259997373	1	91	NA	220.595750638	0	0.2	1.88	1	216.57769812	216.581529745999	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00378028600243852	1	91	NA	220.595750638	0	0.2	1.88	1	216.811492747998	216.815273034001	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00434683999992558	1	91	NA	220.595750638	0	0.2	1.88	1	217.045167062999	217.049513902999	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00453940099760075	1	91	NA	220.595750638	0	0.2	1.88	1	217.279009997001	217.283549397998	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00454139000066789	1	91	NA	220.595750638	0	0.2	1.88	1	217.512614597999	217.517155988	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.143970668999827	1	91	NA	220.595750638	0	0.2	1.88	1	217.746386377999	217.890357046999	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0724764590013365	1	91	NA	220.595750638	0	0.2	1.88	1	218.113568232999	218.186044692	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0611394990010012	1	91	NA	220.595750638	0	0.2	1.88	1	218.414164244998	218.475303743999	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0486690229990927	1	91	NA	220.595750638	0	0.2	1.88	1	218.697997395	218.746666417999	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0852977610011294	1	91	NA	220.595750638	0	0.2	1.88	1	218.981815659998	219.067113420999	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.104647203999775	1	91	NA	220.595750638	0	0.2	1.88	1	219.29903514	219.403682344	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.202809001999412	1	91	NA	220.595750638	0	0.2	1.88	1	219.632961824998	219.835770826998	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.52726372199686	2	91	NA	220.595750638	0	0.2	1.88	1	220.066963515001	220.594227236998	"19"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.516053775998444	1	5	224.226951207998	NA	1	0	1.88	1	222.654620275	223.170674050998	"20"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00451679199977661	1	5	224.226951207998	NA	1	0	1.88	1	223.405906462998	223.410423254998	"20"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00438760699762497	1	5	224.226951207998	NA	1	0	1.88	1	223.639586416	223.643974022998	"20"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00456217000100878	1	5	224.226951207998	NA	1	0	1.88	1	223.873409807999	223.877971978	"20"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00214610900002299	1	5	224.226951207998	NA	1	0	1.88	1	224.107145866998	224.109291975998	"20"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00221535600212519	1	123	NA	234.659949637	0	0.3	2.18	1	226.260719418999	226.262934775001	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00210043699917151	1	123	NA	234.659949637	0	0.3	2.18	1	226.494402949	226.496503385999	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00205502900280408	1	123	NA	234.659949637	0	0.3	2.18	1	226.728233555998	226.730288585	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00198208499932662	1	123	NA	234.659949637	0	0.3	2.18	1	226.961916206001	226.963898291	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00210381199940457	1	123	NA	234.659949637	0	0.3	2.18	1	227.195633342999	227.197737154998	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0046510499996657	1	123	NA	234.659949637	0	0.3	2.18	1	227.429310683001	227.433961733001	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00396892099888646	1	123	NA	234.659949637	0	0.3	2.18	1	227.663087404999	227.667056325998	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.139101238997682	1	123	NA	234.659949637	0	0.3	2.18	1	227.896839088	228.035940326998	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0195700449985452	1	123	NA	234.659949637	0	0.3	2.18	1	228.264023313001	228.283593357999	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.0020246620006219	1	123	NA	234.659949637	0	0.3	2.18	1	228.514431012998	228.516455674999	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00226982100139139	1	123	NA	234.659949637	0	0.3	2.18	1	228.748323684998	228.750593506	"21"	30483.556887604	30481.134515886	1.5	0.1
0.01	1	0.00206533500022488	1	123	NA	234.659949637	0	0.3	2.18	1	228.981906827001	228.983972162001	"21"	30483.556887604	30481.134515886	1.5	0.1
