,Unnamed: 0,fold,model_name,pred_acc,seed,sub_id,xopt_alpha,xopt_beta,xopt_exp,xopt_lossave,model
1,0,2,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.6666666666666666,8611928,409381,0.05,0.17704374092639988,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
2,0,3,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.5777777777777777,8611928,409381,0.05,0.18770605703078347,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
3,0,4,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.4666666666666667,8611928,409381,0.05,0.1383526205650462,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
0,0,1,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.17777777777777778,672400,100103,0.09926112130901993,0.061097127508712726,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
1,0,2,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.4222222222222222,672400,100103,0.17436167101142067,0.0461961773913684,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
2,0,3,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.6,672400,100103,0.1609811121830373,0.03888014363126467,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
3,0,4,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.6666666666666666,672400,100103,0.25318113688641736,0.059505425064743975,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
0,0,1,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.2888888888888889,8233107,100250,1.827985138630492,0.001135523862817223,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
1,0,2,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.4444444444444444,8233107,100250,1.2288517453840793,0.006292706653923814,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
2,0,3,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.6,8233107,100250,2.0,0.0003479403075140408,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
3,0,4,LearningParams_Fit_alpha-beta_Fix_exp-lossave,0.6666666666666666,8233107,100250,0.05,0.0,1.0,1.0,CV_LearningParams_Fit_alpha-beta_Fix_exp-lossave_
