,Unnamed: 0,fold,model_name,pred_acc,seed,sub_id,xopt_alpha,xopt_beta,xopt_exp,xopt_lossave,model
1,0,2,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.7333333333333333,4561490,200088,2.0,0.14477818347481985,0.2594773057209533,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
2,0,3,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.26666666666666666,4561490,200088,0.05,0.0,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
3,0,4,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.2222222222222222,4561490,200088,0.0771720845398251,0.34824368103339226,0.6255243032265637,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
0,0,1,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.6666666666666666,2325791,200168,0.43117767918132266,0.5043466134811835,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
1,0,2,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.4888888888888889,2325791,200168,0.7095435435364327,0.4239052840317916,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
2,0,3,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.5777777777777777,2325791,200168,0.2962527060078963,0.7089343964387621,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
3,0,4,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.4666666666666667,2325791,200168,1.3410879119545698,0.3431152441150471,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
0,0,1,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.8,445200,200025,0.05,0.8856168138557289,0.7588708911278398,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
1,0,2,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.7333333333333333,445200,200025,0.05,2.615482618040089,0.5715234784620561,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
2,0,3,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.8444444444444444,445200,200025,0.05,0.95408843561681,0.7054912385892012,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
3,0,4,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.26666666666666666,445200,200025,0.05,0.13119472167212254,1.027331620151674,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
0,0,1,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.5777777777777777,3915807,200148,0.05,0.25823273696876625,0.7324286332051271,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
1,0,2,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.24444444444444444,3915807,200148,0.05,0.0,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
2,0,3,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.5555555555555556,3915807,200148,0.3301102809472946,0.07983038535431583,0.680556149840876,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
3,0,4,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.24444444444444444,3915807,200148,0.05,0.0,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
0,0,1,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.4666666666666667,5118906,100243,0.05,2.2029786537153457,0.18154219645957168,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
1,0,2,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.5555555555555556,5118906,100243,0.05,1.5600083238401274,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
2,0,3,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.3111111111111111,5118906,100243,0.05,2.3217711556838188,0.06385073367081627,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
3,0,4,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.5111111111111111,5118906,100243,0.05,2.5109144746730507,0.17849783861946986,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
0,0,1,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.17777777777777778,2438794,100003,0.05,0.0,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
1,0,2,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.4,2438794,100003,0.05,0.6327654327777631,0.3978551225857597,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
2,0,3,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.26666666666666666,2438794,100003,0.05,0.0,0.05,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
3,0,4,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.2222222222222222,2438794,100003,0.05,1.7460010968136894,0.3313637466076044,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
0,0,1,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.4358974358974359,2835792,100110,0.4149862477349717,0.3285889798605529,0.18847951190890225,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
1,0,2,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.5641025641025641,2835792,100110,0.05,2.6001939306725528,0.23811829407170496,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
2,0,3,LearningParams_Fit_alpha-beta-exp_Fix_lossave,0.4871794871794872,2835792,100110,0.5201846124985143,0.3469857874436704,0.23152521948637486,1.0,CV_LearningParams_Fit_alpha-beta-exp_Fix_lossave_
