,Unnamed: 0,fold,model_name,pred_acc,seed,sub_id,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp_neg,xopt_exp_pos,xopt_lossave,model
3,0,4,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.6888888888888889,7196526,200085,0.05,0.23334573821885304,0.3204679971792365,0.05,0.2000975790353288,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
0,0,1,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.2,646005,100109,0.3411792359545594,0.7205426770087416,0.3934161865101669,0.3961422860937743,0.05,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
1,0,2,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.6444444444444445,646005,100109,1.0089192219409888,0.9969371503290122,0.1596594302586585,0.05006469806051565,0.05,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
2,0,3,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.7777777777777778,646005,100109,0.27828921002626644,0.12680796810022935,0.5153584338511994,0.05,0.3000215415506505,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
3,0,4,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.3333333333333333,646005,100109,0.3054980855561252,0.4563146064611656,0.2186850378372021,0.2318433236551765,0.05,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
0,0,1,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.08888888888888889,522736,100104,0.05,0.24687698964041954,0.2724876700278052,0.7253008941865748,0.09853694544337084,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
1,0,2,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.5555555555555556,522736,100104,0.5441466384018259,1.2522177621345727,0.2370430367589621,0.3679716362519639,0.05,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
2,0,3,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.4222222222222222,522736,100104,1.3567212376146565,1.49421338827992,0.1317791004930758,0.2427586357271317,0.05,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
3,0,4,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.37777777777777777,522736,100104,0.2773927309096381,0.7283612783242739,0.2864750433677546,0.4354978892437656,0.05,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
0,0,1,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.3555555555555556,3684015,200166,0.05,2.0,0.08649985325520762,1.0427627529306778,0.3724967131503247,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
1,0,2,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.6444444444444445,3684015,200166,0.05,1.2444917898473609,0.5712136448822093,0.7877409675749354,0.1972848173660396,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
2,0,3,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.5111111111111111,3684015,200166,0.05,0.2347102591438084,1.1416515549666268,0.6345286694744714,0.3801483015189841,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
3,0,4,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.6444444444444445,3684015,200166,0.1562180456859557,0.776514340857015,0.12329983058979285,0.6116896991911934,0.544343347847889,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
0,0,1,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.8222222222222222,8027146,100128,0.05,1.99999990794141,0.0003180303419466973,0.05,1.5232728971896885,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
1,0,2,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.2222222222222222,8027146,100128,0.05,0.05,0.08217588179523369,1.0687408306825208,1.0098196223914055,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
2,0,3,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.4888888888888889,8027146,100128,0.05,0.05,0.10210624604865952,0.9062106365874376,0.9265114311368009,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
3,0,4,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.6444444444444445,8027146,100128,0.1331256428744254,0.05,0.3631563355929411,0.5497027504648069,0.8237115996070379,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
0,0,1,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.8666666666666667,3795913,100244,1.2756735766578922,0.5338564492232329,0.6949070385242327,0.05,0.6504470340635726,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
1,0,2,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.8444444444444444,3795913,100244,1.5717295219408574,0.598989574374183,0.7686225267370416,0.05,0.7341135094847573,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
2,0,3,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.5777777777777777,3795913,100244,2.0,0.5657963852228105,0.5269680072291939,0.11673154642340028,1.291770995114356,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
3,0,4,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.6888888888888889,3795913,100244,0.7187860574212843,0.05,1.5749866925191998,0.05,1.3999880247516752,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
0,0,1,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.4444444444444444,2729842,409381,0.05,0.05,0.1045400636179964,1.1243641765440977,1.1567683697264879,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
1,0,2,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.6666666666666666,2729842,409381,0.5563774163587332,0.05,0.1398944727846657,0.5959570946412824,1.202484324855058,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
2,0,3,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.6222222222222222,2729842,409381,0.29575959075367936,0.05,0.3728531878933598,0.517219478163747,0.9678453662712896,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
3,0,4,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave,0.6,2729842,409381,0.05,1.9999985858362537,0.00016169011645233218,0.05,2.0,1.0,CV_LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_neg-exp_pos_Fix_lossave_
