,Unnamed: 0,fold,model_name,pred_acc,seed,sub_id,xopt_alpha,xopt_beta,xopt_exp,xopt_lossave,model
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6,5027071,100243,0.05,0.12653782966407773,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5111111111111111,5027071,100243,0.7243653267969526,0.060681980339142766,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5333333333333333,5027071,100243,1.0647587090510602,0.039682715406514656,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4444444444444444,483729,100241,0.05,0.2186619566182879,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3111111111111111,483729,100241,0.13680347215891975,0.3882136065306351,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4666666666666667,483729,100241,0.05,0.2785725661048462,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4444444444444444,483729,100241,0.05,0.2726714030922713,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4666666666666667,4562407,100185,2.0,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.24444444444444444,4562407,100185,1.3734035954319772,0.009800764427215029,1.0,0.1935721165931812,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7333333333333333,4562407,100185,2.0,0.0004545838448064557,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4888888888888889,4562407,100185,2.0,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6666666666666666,28698,100110,1.4533928269803882,0.006919396388313623,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.28205128205128205,28698,100110,2.0,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5128205128205128,28698,100110,0.05,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6153846153846154,28698,100110,2.0,0.0011696855275507374,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6,5156807,100244,0.5177197311540936,0.9015288541470016,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6888888888888889,5156807,100244,1.6477374838874077,0.4271574230223794,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
