,Unnamed: 0,fold,model_name,pred_acc,seed,sub_id,xopt_alpha,xopt_beta,xopt_exp_neg,xopt_exp_pos,xopt_lossave,model
1,0,2,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.7333333333333333,6960829,411256,0.05,0.2564550813126315,1.103094666583442,1.0766516965870725,0.20795882215742825,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
2,0,3,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.7111111111111111,6960829,411256,0.06853139960249227,15.0,0.6148177244743431,0.5508531940274979,0.07770933424297319,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
3,0,4,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.8666666666666667,6960829,411256,0.07636938909669942,15.0,0.582724750939817,0.7569452153651328,0.13997103394247626,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
0,0,1,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.8444444444444444,3881257,200025,0.3287162433952786,15.0,0.734849694782148,0.6598467856111327,0.008264602240070366,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
1,0,2,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.5111111111111111,3881257,200025,0.9819759586123058,0.0008374221375972647,0.2644996030039272,2.0,0.28824782990533193,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
2,0,3,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.7555555555555555,3881257,200025,0.05,0.8744354688041385,0.5055030967190547,0.6728862387085813,5.0609384758807225,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
3,0,4,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.7333333333333333,3881257,200025,0.05,1.091581191919389,0.5441692998926538,0.6588280810219334,3.7363774366765687,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
0,0,1,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.5777777777777777,833260,409874,1.3620807712771392,0.053063278592425205,0.10942138815995801,0.27236922791756096,8.702243588434783,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
1,0,2,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.4888888888888889,833260,409874,0.050002240568039744,0.6082598584668573,0.23145993147628735,0.3170293401995101,5.740053945818157,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
2,0,3,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.13333333333333333,833260,409874,2.0,0.09996714347189503,0.6571396061045948,0.3993804986810269,0.1076532639612357,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
3,0,4,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.7555555555555555,833260,409874,0.2931567618424261,1.6093756463911273,0.4601395617513653,0.3490768993197336,0.054556045492581515,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
0,0,1,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.4444444444444444,3464556,200061,0.053206139084237436,15.0,0.7797863794801341,0.6186230507186579,0.013564575747587928,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
1,0,2,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.6,3464556,200061,0.22020692499457453,15.0,0.4583885426977174,0.531338967626798,0.01823553070122474,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
2,0,3,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.6222222222222222,3464556,200061,0.05,4.072423230551943,0.44852837092491904,0.6979297050070532,0.5266874856360423,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
3,0,4,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.3333333333333333,3464556,200061,0.9977765758516158,0.5987220586882058,0.6154707838289483,0.6914032925844978,0.09376378313180364,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
0,0,1,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.15555555555555556,2908739,100128,0.05,0.04546278992730718,0.9441303527167844,1.065998037946593,10.0,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
1,0,2,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.5333333333333333,2908739,100128,0.05,0.040471062051540434,0.8179680537062037,1.071008609401295,4.98092081649824,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
2,0,3,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.8666666666666667,2908739,100128,0.05,0.1826193270292525,0.8672243131469881,0.9489834676418306,0.6823686690286624,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
3,0,4,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.5333333333333333,2908739,100128,0.05,0.1059120216639102,0.6946373711689059,0.9602938530926008,6.534909961000787,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
0,0,1,LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix,0.4666666666666667,4794132,100105,0.05,2.805213946889064,0.18941300239135733,0.22468431036458794,0.6957638995941029,CV_LearningParams_Fit_alpha-beta-exp_neg-exp_pos-lossave_Fix_
