,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp,neglogprob
0,0.5,0.828859734952777,0.5,0.5,,0.8159106987035185,,,47.3590880187119
2,0.5,0.33097003107081757,0.5,0.5,,0.8159106173675736,,,47.35908801871494
1,0.5,0.9492004496612884,0.5,0.5,,0.8159110447827413,,,47.35908801871614
