,x0_alpha,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha,xopt_beta,xopt_exp_neg,xopt_exp_pos,neglogprob
1,0.3939242431996852,1.0,0.2225291901997154,0.5,0.18296142069878407,,0.46867567934117454,,56.06923108145998
2,0.9051583191111975,1.0,0.557435294577777,0.5,0.1829613884929815,,0.4686752050936166,,56.06923108150071
0,0.9410154471404149,1.0,0.610826584375254,0.5,1.0322089931288891,,0.39154879702802226,,98.34348888520475
