,x0_alpha,x0_beta,x0_exp,xopt_alpha,xopt_beta,xopt_exp,neglogprob
2,0.5,1.0,0.04741313075169029,,,0.5196599515287572,96.06454695441188
0,0.5,1.0,0.0656648189278145,,,0.5196610527409671,96.06454695832751
1,0.5,1.0,0.21495636420485253,,,0.5196600280411456,96.0645469644707
