,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp_neg,xopt_exp_pos,neglogprob
0,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
1,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
2,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
3,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
4,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
5,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
6,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
7,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
8,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
9,,,,,,0.0006055442794319553,0.007579558925641609,5.808418034628591,1.073283276639852,0.5941446031797583,
