,x0_alpha,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha,xopt_beta,xopt_exp_neg,xopt_exp_pos,neglogprob
2,0.8390872433417405,3.117904676049524,0.7606366187226916,0.5,0.0005693302021122174,377.90580398945895,0.46534370942076353,,51.44518587360913
1,0.757079870213073,4.299646069735703,0.36259471398977916,0.5,0.0007711109540266595,279.29257061363296,0.4653854557480561,,51.45095178262897
0,0.6683874152072055,0.29739697765946926,0.7778895503587154,0.5,0.8246288406372897,0.23680864856944633,0.4738459675810107,,59.03317832086939
