,x0_alpha,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha,xopt_beta,xopt_exp_neg,xopt_exp_pos,neglogprob
2,0.5,1.0,0.5,0.6638920198866569,,,,0.714737460960496,48.538096916355414
1,0.5,1.0,0.5,0.9558028798861417,,,,0.7147345058289215,48.53809692066108
0,0.5,1.0,0.5,0.34501035724680107,,,,0.7147341028764655,48.5380969218704
