,x0_alpha,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha,xopt_beta,xopt_exp_neg,xopt_exp_pos,neglogprob
2,0.5,1.0,0.4977364159277975,0.8697160686264798,,,0.47598841642653855,0.6376454360201445,47.97437043455386
1,0.5,1.0,0.23991096902181963,0.31478343565929423,,,0.4759886055766347,0.6376461509154975,47.97437043456152
0,0.5,1.0,0.09064882154303722,0.14976512049202984,,,0.4759885166130306,0.6376459628982662,47.974370434566005
