,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp_neg,xopt_exp_pos,neglogprob
0,0.6660587254808451,0.08306815997432326,1.0,0.42320284055774926,0.5,0.029576699397537883,0.2793879619313525,,0.872555213375897,,30.675291521995423
2,0.8930026340937605,0.6639271462806917,1.0,0.9762335570657036,0.5,0.029576760816577688,0.27938866385894445,,0.8725551086873169,,30.675291522005224
1,0.9333530690030326,0.22764463082025044,1.0,0.3530482581960336,0.5,0.029576747607015362,0.27938800567114924,,0.8725549953540572,,30.675291522015847
