,x0_alpha,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha,xopt_beta,xopt_exp_neg,xopt_exp_pos,neglogprob
2,0.31589791469254147,1.0,0.5,0.9224254902251182,0.19747341785731254,,,0.626744790040209,37.21860939966473
0,0.5387632915615577,1.0,0.5,0.1265773760881509,0.19747317372245365,,,0.6267446068435498,37.218609399724855
1,0.24753314818266836,1.0,0.5,0.41561474546674426,0.19747309541969787,,,0.6267453821337383,37.21860939972974
