,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp,neglogprob
2,0.4136618607657766,0.5,1.0,0.5455526951705532,0.15582110369789612,,,0.6864903314402832,37.178584979789626
0,0.2543395082200798,0.5,1.0,0.9892945937176224,0.15582133853542457,,,0.6864898338708915,37.17858497988057
1,0.8888241116642512,0.5,1.0,0.5782493065098785,0.1558213500377382,,,0.6864896165786678,37.17858498018679
