,x0_alpha,x0_beta,x0_exp,xopt_alpha,xopt_beta,xopt_exp,neglogprob
1,0.28533314228733286,1.0,0.7450434188955348,0.017111551571377524,,0.8664379594442235,33.23470560773703
0,0.046504171293280994,1.0,0.6091578343783943,0.01711154722723534,,0.8664380115278225,33.23470560773772
2,0.4701014617524364,1.0,0.1703220537983604,0.017111543980350107,,0.8664380635993829,33.234705607740004
