,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp,neglogprob
1,0.21471988798569885,0.5932427547221588,1.0,0.4999387544192262,0.03474487398493194,0.10645855827616324,,0.8123521553477934,30.506535346831352
0,0.6030471695060515,0.3431886211144082,1.0,0.47802430762657033,0.03474603871454067,0.10646164712905638,,0.8123484495808229,30.506535348601048
2,0.1633698223760056,0.5721522405676475,1.0,0.1911150824956519,0.03474460865520565,0.10646002649069204,,0.8123554078427624,30.50653534914734
