,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp,neglogprob
1,0.23656872534478057,0.376260556847411,3.9920376481586444,0.40512454606112747,0.0017965425416263886,0.00643804306828713,22.4743199090369,0.8061270727540193,29.796185488863014
0,0.2867246173499508,0.09558535476590724,2.354692495621732,0.08484153337657085,inf,inf,inf,inf,
2,0.7538530999425536,0.11205489758408782,1.1978987760608857,0.9700728047311405,inf,inf,inf,inf,
