,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp,neglogprob
2,0.5,0.976526637839217,1.0,0.683860106261224,,0.9951278193019574,,0.534265156601498,52.75047317157731
1,0.5,0.6356818360440014,1.0,0.5178099632036106,,0.9472198251785893,,0.5311192738949735,52.955951144442814
0,0.5,0.22696732027569066,1.0,0.24845494009741265,,0.9472201855947266,,0.5311193240399381,52.9559511444682
