,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp,neglogprob
1,0.24949436205883813,0.5,0.4399726594816966,0.6608845366572875,0.2224654783609603,,0.29168016698705157,0.7201447508564823,32.59997413501747
0,0.9376938470216296,0.5,2.4072213560822724,0.35857932614009025,0.2224654680568684,,0.29168037998946067,0.7201446491736607,32.59997413502065
2,0.37887153479859204,0.5,3.555067104262404,0.9175702000462829,inf,,inf,inf,
