Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,0,0,129360,131879,2516,133883,519.0,1,
3.0,1,100,134415,138060,610,140064,1454.0,1,
1.0,2,0,141531,144210,1315,146214,1381.0,1,
4.0,1,-100,147608,150224,571,152228,2868.0,1,
4.0,1,10,155109,159024,1590,161028,3060.0,1,
4.0,2,0,164101,167238,835,169242,942.0,1,
3.0,1,-10,170198,172928,977,174933,2101.0,1,
1.0,1,5,177048,179962,1079,181966,590.0,1,
2.0,1,-5,182570,185148,1056,187152,3834.0,1,
1.0,1,5,191000,194741,699,196745,1607.0,1,
1.0,2,0,198366,201488,1240,203492,3913.0,1,
2.0,1,-5,207419,209993,2018,211997,1017.0,1,
3.0,1,100,213028,215878,1116,217882,922.0,1,
4.0,2,0,218817,221628,1053,223632,1697.0,1,
4.0,2,0,225343,228594,722,230598,1420.0,1,
2.0,2,0,232031,234806,1557,236810,595.0,1,
2.0,0,0,237418,239974,2553,241978,1076.0,1,
1.0,1,5,243068,246869,813,248873,1902.0,1,
3.0,1,100,250788,253820,1000,255824,1928.0,1,
1.0,2,0,257766,260530,840,262534,1335.0,1,
1.0,2,0,263882,268104,1239,270108,507.0,1,
1.0,2,0,270628,273378,1313,275382,701.0,1,
1.0,2,0,276096,279057,726,281061,663.0,1,
4.0,2,0,281737,284262,919,286266,3555.0,1,
3.0,1,100,289834,292554,997,294558,2412.0,1,
1.0,2,0,296983,299661,814,301665,592.0,1,
1.0,2,0,302270,305462,1079,307466,1321.0,1,
3.0,1,-10,308800,312437,983,314441,1866.0,1,
4.0,2,0,316320,318999,1024,321002,2291.0,1,
2.0,2,0,323307,326229,1502,328233,2991.0,1,
2.0,2,0,413595,416239,1494,418243,2658.0,1,
1.0,1,5,420914,423933,658,425937,775.0,1,
2.0,2,0,426725,429352,796,431356,2112.0,1,
3.0,1,-10,433482,436374,888,438378,1501.0,1,
3.0,1,-10,439892,442741,842,444745,1977.0,1,
2.0,1,-5,446735,449976,808,451980,924.0,1,
2.0,1,-5,452983,456102,803,458106,709.0,1,
1.0,1,-495,458828,461658,846,463662,2195.0,1,
3.0,1,100,465870,468704,727,470708,3069.0,1,
3.0,1,-10,473790,476630,1191,478634,1144.0,1,
