Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,0,0,42495,45014,2516,47019,519.0,2,
3.0,1,100,47560,51204,1097,53209,1454.0,2,
1.0,1,5,54675,57354,1386,59360,1381.0,2,
4.0,1,-100,60753,63369,1301,65373,2868.0,2,
4.0,2,0,68254,72167,1175,74172,3060.0,2,
4.0,2,0,77246,80382,1990,82387,942.0,2,
3.0,1,-10,83342,86070,683,88075,2101.0,2,
1.0,1,5,90191,93105,673,95110,590.0,2,
2.0,1,-5,95712,98289,564,100294,3834.0,2,
1.0,1,5,104140,107879,510,109883,1607.0,2,
1.0,1,5,111503,114624,747,116629,3913.0,2,
2.0,1,-5,120555,123126,662,125131,1017.0,2,
3.0,1,100,126161,129011,692,131016,922.0,2,
4.0,2,0,131950,134759,602,136764,1697.0,2,
4.0,2,0,138473,141722,831,143727,1420.0,2,
2.0,2,0,145159,147932,858,149938,595.0,2,
2.0,2,0,150547,153101,704,155106,1076.0,2,
1.0,1,-495,156193,159994,655,162000,1902.0,2,
3.0,1,100,163915,166946,710,168951,1928.0,2,
1.0,2,0,170892,173654,972,175659,1335.0,2,
1.0,2,0,177005,181226,1717,183231,507.0,2,
1.0,2,0,183751,186501,763,188506,701.0,2,
1.0,2,0,189218,192177,754,194182,663.0,2,
4.0,1,10,194857,197381,689,199386,3555.0,2,
3.0,1,100,202954,205676,633,207680,2412.0,2,
1.0,2,0,210105,212781,1010,214786,592.0,2,
1.0,2,0,215390,218580,656,220587,1321.0,2,
3.0,1,-10,221923,225558,721,227562,1866.0,2,
4.0,1,10,229442,232120,1514,234125,2291.0,2,
2.0,1,-5,236430,239351,2641,241355,2991.0,2,
2.0,1,-5,311771,314412,1211,316417,2658.0,2,
1.0,1,5,319088,322107,344,324112,775.0,2,
2.0,1,495,324900,327527,510,329532,2112.0,2,
3.0,1,-10,331656,334548,405,336554,1501.0,2,
3.0,1,-10,338069,340916,457,342921,1977.0,2,
2.0,1,-5,344911,348149,590,350155,924.0,2,
2.0,1,-5,351091,354209,454,356213,709.0,2,
1.0,1,5,356934,359763,913,361768,2195.0,2,
3.0,1,100,363975,366808,1377,368813,3069.0,2,
3.0,1,-10,371895,374734,1686,376740,1144.0,2,
4.0,1,10,377902,381493,699,383497,1865.0,2,
1.0,1,5,385374,388644,353,390649,1062.0,2,
4.0,1,-100,391731,394242,1058,396247,808.0,2,
3.0,1,100,397066,400421,528,402426,776.0,2,
1.0,1,5,403214,406743,867,408749,1752.0,2,
1.0,1,5,410512,413260,614,415265,2352.0,2,
1.0,1,5,417630,420454,544,422459,3747.0,2,
1.0,1,5,426219,429020,1448,431025,2964.0,2,
1.0,1,5,434015,438024,522,440029,3776.0,2,
3.0,2,0,443819,446339,2030,448345,895.0,2,
4.0,1,-100,449253,452443,722,454448,1167.0,2,
1.0,1,5,455633,458155,768,460161,3746.0,2,
3.0,1,-10,463920,466572,1479,468577,1131.0,2,
1.0,1,5,469721,473250,936,475256,2179.0,2,
4.0,2,0,477447,480151,549,482157,1215.0,2,
3.0,1,-10,483384,486020,1142,488025,2711.0,2,
1.0,1,-495,490748,494501,1072,496506,2474.0,2,
1.0,1,5,498993,501550,755,503555,743.0,2,
4.0,2,0,504309,507288,854,509293,3203.0,2,
3.0,1,-10,512509,515670,985,517675,1397.0,2,
3.0,1,100,578908,581424,876,583429,3892.0,2,
4.0,1,10,587350,589983,806,591988,3604.0,2,
1.0,1,5,595604,598256,458,600261,2096.0,2,
3.0,1,-10,602369,604962,519,606967,1142.0,2,
4.0,1,-100,608123,612377,842,614382,904.0,2,
1.0,1,5,615300,617930,647,619936,2617.0,2,
2.0,1,-5,622568,625927,847,627932,1534.0,2,
3.0,1,100,629479,632608,582,634613,738.0,2,
4.0,1,-100,635363,638400,545,640405,1949.0,2,
2.0,1,-5,642367,646400,833,648405,3888.0,2,
1.0,1,5,652314,654928,1111,656932,846.0,2,
1.0,1,5,657791,661293,410,663299,993.0,2,
4.0,2,0,664305,666938,1514,668943,2966.0,2,
4.0,2,0,671922,676807,876,678812,3919.0,2,
2.0,1,-5,682744,685744,1037,687749,3413.0,2,
4.0,2,0,691174,695380,1103,697385,1954.0,2,
4.0,2,0,699352,701889,550,703893,1361.0,2,
1.0,1,5,705272,708131,696,710136,3175.0,2,
3.0,1,-10,713324,715942,484,717947,3801.0,2,
2.0,2,0,721761,724582,726,726587,1205.0,2,
1.0,1,-495,727805,731331,686,733337,1969.0,2,
1.0,1,5,735318,738718,1330,740724,2101.0,2,
2.0,2,0,742837,745435,1154,747440,537.0,2,
2.0,2,0,747990,750839,974,752844,888.0,2,
4.0,2,0,753750,756787,2361,758792,1331.0,2,
4.0,2,0,760136,763332,904,765337,3075.0,2,
4.0,1,10,768424,771122,1753,773127,2435.0,2,
1.0,1,5,775575,778257,729,780262,1012.0,2,
3.0,1,100,781285,784184,561,786188,1476.0,2,
4.0,1,-100,787676,790248,987,792253,2546.0,2,
2.0,1,-5,841269,844602,724,846607,562.0,2,
3.0,1,100,847195,849879,606,851885,1980.0,2,
1.0,0,0,853902,856469,2563,858475,1348.0,2,
4.0,1,10,859836,862644,899,864649,597.0,2,
3.0,1,100,865259,868125,450,870130,1862.0,2,
1.0,2,0,872008,874706,1226,876710,2445.0,2,
4.0,1,10,879167,882229,993,884234,2740.0,2,
3.0,1,100,886986,890251,528,892258,1414.0,2,
4.0,1,-100,893684,896299,1385,898305,2796.0,2,
3.0,1,100,901115,903780,489,905785,3059.0,2,
3.0,1,100,908856,911790,1350,913794,1357.0,2,
4.0,1,-100,915163,918923,2054,920928,3568.0,2,
3.0,1,-10,924510,927839,414,929844,1388.0,2,
2.0,1,-5,931245,933806,976,935811,692.0,2,
2.0,1,-5,936514,939108,533,941112,810.0,2,
1.0,2,0,941934,944925,1081,946930,2219.0,2,
2.0,1,-5,949161,951929,1495,953934,2414.0,2,
2.0,2,0,956388,958942,523,960947,747.0,2,
2.0,2,0,961707,964385,567,966390,2296.0,2,
2.0,2,0,968698,971483,443,973487,1290.0,2,
1.0,2,0,974788,979311,697,981316,3187.0,2,
1.0,2,0,984516,987306,662,989311,1427.0,2,
4.0,2,0,990750,993329,2431,995334,991.0,2,
3.0,1,-10,996341,999244,553,1001248,1738.0,2,
1.0,2,0,1002997,1006641,862,1008647,854.0,2,
3.0,1,-10,1009523,1013013,588,1015018,1405.0,2,
2.0,2,0,1016436,1019035,919,1021040,978.0,2,
4.0,1,-100,1022031,1024534,1544,1026539,574.0,2,
4.0,2,0,1027185,1030075,615,1032080,1461.0,2,
4.0,2,0,1033553,1036124,518,1038129,2058.0,2,
1.0,0,0,1106993,1110311,3316,1112316,2485.0,2,
2.0,1,495,1114813,1117737,857,1119742,2870.0,2,
