Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,0,0,116485,119002,2516,121004,519.0,1,
3.0,1,100,121531,125174,767,127176,1454.0,1,
1.0,1,5,128637,131315,1015,133317,1381.0,1,
4.0,1,-100,134706,137319,720,139321,2868.0,1,
4.0,2,0,142196,146108,1096,148110,3060.0,1,
4.0,1,10,151177,154312,1454,156314,942.0,1,
3.0,1,-10,157263,159991,1311,161993,2101.0,1,
1.0,1,5,164101,167014,982,169016,590.0,1,
2.0,1,-5,169614,172189,916,174191,3834.0,1,
1.0,1,5,178032,181770,1190,183772,1607.0,1,
1.0,2,0,185386,188505,2960,190507,3913.0,1,
2.0,1,-5,194427,196999,1331,199000,1017.0,1,
3.0,1,100,200025,202874,1079,204876,922.0,1,
4.0,2,0,205805,208614,1432,210616,1697.0,1,
4.0,1,10,212321,215569,1639,217571,1420.0,1,
2.0,1,-5,218998,221770,1067,223772,595.0,1,
2.0,1,-5,224374,226928,1706,228930,1076.0,1,
1.0,1,5,230013,233813,1847,235815,1902.0,1,
3.0,1,100,237724,240755,909,242757,1928.0,1,
1.0,1,-495,244692,247453,2379,249455,1335.0,1,
1.0,2,0,250797,255016,2252,257018,507.0,1,
1.0,1,5,257533,260281,1143,262283,701.0,1,
1.0,2,0,262991,265950,1484,267952,663.0,1,
4.0,2,0,268622,271146,1453,273148,3555.0,1,
3.0,1,100,276710,279427,1323,281429,2412.0,1,
1.0,0,0,283848,286523,2674,288525,592.0,1,
1.0,1,5,289125,292314,758,294316,1321.0,1,
3.0,1,-10,295644,299279,1114,301281,1866.0,1,
4.0,2,0,303154,305832,1229,307834,2291.0,1,
2.0,2,0,310133,313054,1675,315056,2991.0,1,
2.0,1,495,407399,410040,1038,412042,2658.0,1,
1.0,1,5,414707,417725,690,419727,775.0,1,
2.0,1,-5,420509,423135,1054,425137,2112.0,1,
3.0,1,-10,427256,430146,737,432148,1501.0,1,
3.0,1,-10,433656,436502,721,438504,1977.0,1,
2.0,1,-5,440488,443726,1326,445728,924.0,1,
2.0,1,-5,446659,449777,1028,451779,709.0,1,
1.0,1,5,452495,455324,887,457326,2195.0,1,
3.0,1,100,459528,462360,1444,464362,3069.0,1,
3.0,1,-10,467438,470275,979,472277,1144.0,1,
4.0,1,10,473428,477020,957,479022,1865.0,1,
1.0,2,0,480894,484163,1962,486165,1062.0,1,
4.0,1,-100,487234,489745,852,491747,808.0,1,
3.0,1,100,492563,495918,734,497920,776.0,1,
1.0,1,5,498703,502231,2126,504233,1752.0,1,
1.0,1,5,505992,508738,693,510740,2352.0,1,
1.0,1,5,513099,515922,746,517924,3747.0,1,
1.0,1,5,521678,524479,692,526481,2964.0,1,
1.0,1,5,529453,533461,636,535463,3776.0,1,
3.0,1,-10,539246,541765,1017,543767,895.0,1,
4.0,2,0,544669,547858,898,549860,1167.0,1,
1.0,1,5,551034,553556,972,555558,3746.0,1,
3.0,1,-10,559312,561963,1163,563965,1131.0,1,
1.0,1,-495,565103,568632,868,570634,2179.0,1,
4.0,2,0,572820,575522,1495,577524,1215.0,1,
3.0,1,-10,578746,581381,756,583383,2711.0,1,
1.0,1,5,586101,589853,1459,591855,2474.0,1,
1.0,2,0,594336,596893,1432,598895,743.0,1,
4.0,1,-100,599645,602622,1296,604624,3203.0,1,
3.0,1,100,607834,610993,836,612995,1397.0,1,
3.0,1,-10,703182,705696,675,707698,3892.0,1,
4.0,1,10,711598,714230,859,716232,3604.0,1,
1.0,1,5,719843,722493,712,724495,2096.0,1,
3.0,1,100,726599,729192,1361,731194,1142.0,1,
4.0,1,-100,732343,736597,1808,738600,904.0,1,
1.0,1,5,739512,742137,716,744139,2617.0,1,
2.0,1,-5,746763,750121,778,752123,1534.0,1,
3.0,1,-10,753664,756792,1097,758794,738.0,1,
4.0,1,-100,759539,762573,879,764575,1949.0,1,
2.0,1,-5,766531,770563,1178,772565,3888.0,1,
1.0,1,5,776460,779074,1058,781076,846.0,1,
1.0,1,5,781929,785431,903,787433,993.0,1,
4.0,1,10,788433,791065,1247,793067,2966.0,1,
4.0,1,-100,796040,800924,772,802926,3919.0,1,
2.0,1,-5,806853,809853,777,811855,3413.0,1,
4.0,2,0,815275,819480,938,821482,1954.0,1,
4.0,2,0,823444,825981,965,827983,1361.0,1,
1.0,1,5,829352,832210,870,834212,3175.0,1,
3.0,1,100,837394,840012,1495,842014,3801.0,1,
2.0,1,-5,845822,848643,621,850645,1205.0,1,
1.0,1,-495,851857,855383,957,857385,1969.0,1,
1.0,1,5,859361,862760,596,864762,2101.0,1,
2.0,2,0,866870,869466,1452,871468,537.0,1,
2.0,1,-5,872012,874860,1089,876862,888.0,1,
4.0,2,0,877757,880794,630,882796,1331.0,1,
4.0,2,0,884134,887329,575,889331,3075.0,1,
4.0,2,0,892414,895112,703,897114,2435.0,1,
1.0,1,5,899556,902237,1137,904239,1012.0,1,
3.0,1,100,905258,908156,680,910158,1476.0,1,
4.0,2,0,911641,914211,1024,916213,2546.0,1,
2.0,1,-5,983503,986836,924,988838,562.0,1,
3.0,1,100,989408,992090,771,994092,1980.0,1,
1.0,1,5,996079,998644,1284,1000646,1348.0,1,
4.0,1,10,1002000,1004807,727,1006809,597.0,1,
3.0,1,100,1007413,1010277,814,1012279,1862.0,1,
1.0,1,5,1014148,1016845,706,1018847,2445.0,1,
4.0,1,10,1021299,1024360,747,1026362,2740.0,1,
3.0,1,100,1029109,1032374,708,1034376,1414.0,1,
4.0,1,-100,1035797,1038412,935,1040414,2796.0,1,
3.0,1,100,1043218,1045881,813,1047883,3059.0,1,
3.0,1,-10,1050949,1053882,678,1055884,1357.0,1,
4.0,2,0,1057248,1061008,1195,1063010,3568.0,1,
3.0,1,-10,1066585,1069914,720,1071916,1388.0,1,
2.0,1,495,1073312,1075873,802,1077875,692.0,1,
2.0,1,-5,1078574,1081152,726,1083154,810.0,1,
1.0,1,5,1083971,1086961,1292,1088963,2219.0,1,
2.0,1,-5,1091189,1093955,719,1095957,2414.0,1,
2.0,1,-5,1098378,1100932,625,1102934,747.0,1,
2.0,1,-5,1103689,1106367,1203,1108369,2296.0,1,
2.0,2,0,1110672,1113457,743,1115459,1290.0,1,
1.0,1,5,1116756,1121279,2207,1123281,3187.0,1,
1.0,1,5,1126475,1129263,1406,1131265,1427.0,1,
4.0,2,0,1132699,1135277,1065,1137279,991.0,1,
3.0,1,-10,1138277,1141179,536,1143181,1738.0,1,
1.0,1,5,1144926,1148571,1433,1150573,854.0,1,
3.0,1,-10,1151434,1154923,1658,1156925,1405.0,1,
2.0,1,-5,1158337,1160935,911,1162937,978.0,1,
4.0,2,0,1163922,1166424,644,1168426,574.0,1,
4.0,1,-100,1169007,1171896,1013,1173898,1461.0,1,
4.0,2,0,1175366,1177937,770,1179939,2058.0,1,
1.0,1,5,1267476,1270793,812,1272795,2485.0,1,
2.0,1,-5,1275287,1278211,1187,1280213,2870.0,1,
2.0,1,-5,1283090,1285729,1535,1287731,2760.0,1,
4.0,1,-100,1290498,1293092,1052,1295094,2680.0,1,
4.0,2,0,1297781,1301944,975,1303946,1053.0,1,
4.0,2,0,1305005,1308359,1340,1310361,3218.0,1,
4.0,2,0,1313586,1316615,847,1318617,790.0,1,
2.0,1,-5,1319414,1322189,1719,1324191,2712.0,1,
4.0,2,0,1326910,1329732,716,1331734,1602.0,1,
2.0,1,-5,1333343,1337186,959,1339188,1452.0,1,
3.0,1,-10,1340647,1343366,732,1345368,999.0,1,
1.0,2,0,1346374,1349075,1337,1351077,1212.0,1,
3.0,1,100,1352296,1355060,638,1357062,645.0,1,
1.0,2,0,1357714,1360386,1258,1362388,1335.0,1,
1.0,1,-495,1363730,1366796,564,1368798,693.0,1,
2.0,1,-5,1369498,1372729,1076,1374731,643.0,1,
2.0,1,-5,1375381,1378314,867,1380316,549.0,1,
2.0,1,495,1380872,1383982,999,1385984,765.0,1,
3.0,1,-10,1386756,1390981,936,1392983,547.0,1,
4.0,2,0,1393537,1396407,1129,1398409,1579.0,1,
3.0,1,-10,1399996,1402912,1580,1404914,3813.0,1,
1.0,1,5,1408734,1412418,613,1414420,1929.0,1,
2.0,1,-5,1416356,1419244,891,1421246,2176.0,1,
3.0,1,-10,1423429,1425971,778,1427973,1940.0,1,
2.0,1,-5,1429920,1432496,1232,1434498,2698.0,1,
3.0,1,100,1437203,1439727,772,1441729,1632.0,1,
4.0,2,0,1443368,1446108,907,1448110,1977.0,1,
2.0,1,-5,1450094,1452750,1255,1454752,1415.0,1,
1.0,1,5,1456174,1459155,1243,1461157,863.0,1,
3.0,1,-10,1462027,1464806,1357,1466808,694.0,1,
3.0,1,100,1544321,1546932,1097,1548934,662.0,1,
2.0,1,-5,1549604,1552187,750,1554189,2710.0,1,
3.0,1,100,1556906,1559656,763,1561658,2530.0,1,
2.0,2,0,1564195,1566733,1496,1568735,2286.0,1,
2.0,1,-5,1571028,1573998,680,1576000,1409.0,1,
3.0,1,100,1577415,1580615,1321,1582617,2541.0,1,
1.0,1,5,1585165,1588237,2010,1590239,2103.0,1,
2.0,1,-5,1592349,1597175,1882,1599177,782.0,1,
2.0,1,495,1599966,1603088,1256,1605090,2056.0,1,
4.0,1,-100,1607153,1609793,1639,1611795,1279.0,1,
3.0,1,-10,1613081,1615915,1330,1617917,1065.0,1,
3.0,1,100,1618989,1621633,1219,1623635,1396.0,1,
2.0,1,-5,1625038,1628239,1061,1630241,706.0,1,
2.0,1,-5,1630954,1634270,877,1636272,3113.0,1,
4.0,2,0,1639392,1642150,684,1644152,2939.0,1,
4.0,2,0,1647098,1650118,855,1652120,1779.0,1,
