Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,0,0,135492,138009,2516,140011,519.0,2,
3.0,1,100,140538,144180,840,146182,1454.0,2,
1.0,1,5,147643,150320,743,152322,1381.0,2,
4.0,1,-100,153710,156324,1277,158326,2868.0,2,
4.0,2,0,161202,165115,1094,167117,3060.0,2,
4.0,1,10,170184,173318,1395,175320,942.0,2,
3.0,1,-10,176269,178996,1055,180998,2101.0,2,
1.0,1,5,183106,186019,1061,188021,590.0,2,
2.0,1,-5,188619,191195,936,193197,3834.0,2,
1.0,1,5,197038,200777,693,202779,1607.0,2,
1.0,1,5,204393,207512,658,209514,3913.0,2,
2.0,1,-5,213434,216005,1374,218007,1017.0,2,
3.0,2,0,219032,221881,1342,223883,922.0,2,
4.0,2,0,224812,227621,1053,229623,1697.0,2,
4.0,1,10,231328,234577,730,236579,1420.0,2,
2.0,2,0,238005,240778,1254,242780,595.0,2,
2.0,2,0,243382,245936,1164,247938,1076.0,2,
1.0,1,-495,249022,252822,696,254824,1902.0,2,
3.0,1,100,256733,259764,977,261766,1928.0,2,
1.0,2,0,263701,266463,1115,268465,1335.0,2,
1.0,2,0,269807,274027,796,276029,507.0,2,
1.0,2,0,276543,279290,781,281292,701.0,2,
1.0,1,5,282000,284958,698,286960,663.0,2,
4.0,1,10,287630,290153,1015,292155,3555.0,2,
3.0,1,100,295717,298435,1236,300437,2412.0,2,
1.0,2,0,302856,305532,853,307534,592.0,2,
1.0,2,0,308133,311323,744,313325,1321.0,2,
3.0,1,100,314653,318287,653,320289,1866.0,2,
4.0,1,-100,322162,324839,1179,326841,2291.0,2,
2.0,2,0,329139,332060,1901,334062,2991.0,2,
2.0,1,-5,407340,409982,1201,411984,2658.0,2,
1.0,2,0,414650,417668,1297,419670,775.0,2,
2.0,1,-5,420452,423077,855,425079,2112.0,2,
3.0,1,-10,427198,430088,830,432090,1501.0,2,
3.0,1,-10,433598,436445,475,438447,1977.0,2,
2.0,1,495,440431,443670,1000,445672,924.0,2,
2.0,1,-5,446603,449721,1213,451723,709.0,2,
1.0,1,5,452439,455268,923,457270,2195.0,2,
3.0,1,-10,459509,462341,1508,464343,3069.0,2,
3.0,2,0,467419,470256,997,472258,1144.0,2,
4.0,1,-100,473409,477000,1083,479001,1865.0,2,
1.0,2,0,480873,484142,977,486144,1062.0,2,
4.0,2,0,487213,489723,2478,491725,808.0,2,
3.0,1,100,492541,495895,875,497897,776.0,2,
1.0,1,5,498680,502208,986,504210,1752.0,2,
1.0,1,5,505970,508716,1320,510718,2352.0,2,
1.0,1,5,513077,515900,1336,517902,3747.0,2,
1.0,1,5,521657,524458,1033,526460,2964.0,2,
1.0,1,5,529432,533439,1576,535441,3776.0,2,
3.0,1,-10,539224,541743,1705,543745,895.0,2,
4.0,1,10,544647,547836,1271,549838,1167.0,2,
1.0,1,5,551012,553534,1098,555536,3746.0,2,
3.0,1,100,559289,561940,1027,563942,1131.0,2,
1.0,1,5,565080,568608,978,570610,2179.0,2,
4.0,2,0,572796,575498,878,577500,1215.0,2,
3.0,1,-10,578722,581357,1075,583359,2711.0,2,
1.0,1,5,586077,589830,872,591832,2474.0,2,
1.0,1,-495,594313,596870,732,598872,743.0,2,
4.0,2,0,599622,602598,1447,604600,3203.0,2,
3.0,1,-10,607810,610969,758,612971,1397.0,2,
3.0,1,-10,689837,692351,885,694353,3892.0,2,
4.0,1,-100,698253,700885,786,702888,3604.0,2,
1.0,1,5,706499,709150,701,711152,2096.0,2,
3.0,1,100,713255,715847,1118,717849,1142.0,2,
4.0,1,-100,718998,723251,1206,725253,904.0,2,
1.0,1,5,726164,728788,1095,730790,2617.0,2,
2.0,1,-5,733414,736772,937,738774,1534.0,2,
3.0,1,-10,740315,743444,1053,745446,738.0,2,
4.0,2,0,746191,749226,1074,751228,1949.0,2,
2.0,1,-5,753184,757216,1613,759218,3888.0,2,
1.0,1,5,763114,765727,1019,767729,846.0,2,
1.0,1,5,768582,772084,768,774086,993.0,2,
4.0,2,0,775086,777719,1781,779721,2966.0,2,
4.0,1,10,782694,787579,1158,789581,3919.0,2,
2.0,1,-5,793507,796506,1253,798508,3413.0,2,
4.0,1,-100,801928,806133,932,808135,1954.0,2,
4.0,1,10,810097,812634,1055,814636,1361.0,2,
1.0,2,0,816003,818862,1385,820864,3175.0,2,
3.0,1,100,824047,826665,1115,828667,3801.0,2,
2.0,1,-5,832475,835295,1433,837297,1205.0,2,
1.0,1,5,838509,842034,961,844036,1969.0,2,
1.0,1,5,846012,849412,977,851414,2101.0,2,
2.0,1,-5,853522,856119,1586,858121,537.0,2,
2.0,1,-5,858665,861513,1222,863515,888.0,2,
4.0,1,10,864410,867446,712,869448,1331.0,2,
4.0,1,-100,870786,873980,855,875982,3075.0,2,
4.0,2,0,879064,881762,859,883764,2435.0,2,
1.0,1,-495,886207,888889,1115,890891,1012.0,2,
3.0,1,-10,891910,894808,885,896810,1476.0,2,
4.0,1,-100,898293,900862,1330,902864,2546.0,2,
2.0,1,-5,963216,966549,1074,968551,562.0,2,
3.0,1,100,969121,971803,724,973805,1980.0,2,
1.0,2,0,975793,978357,733,980359,1348.0,2,
4.0,2,0,981714,984521,528,986523,597.0,2,
3.0,1,100,987127,989992,620,991994,1862.0,2,
1.0,2,0,993863,996561,929,998563,2445.0,2,
4.0,2,0,1001015,1004076,1111,1006078,2740.0,2,
3.0,1,100,1008826,1012090,811,1014092,1414.0,2,
4.0,2,0,1015513,1018127,1075,1020129,2796.0,2,
3.0,1,100,1022932,1025596,636,1027598,3059.0,2,
3.0,1,100,1030664,1033598,881,1035600,1357.0,2,
4.0,2,0,1036964,1040724,1139,1042726,3568.0,2,
3.0,1,100,1046301,1049629,675,1051631,1388.0,2,
2.0,1,-5,1053026,1055586,861,1057588,692.0,2,
2.0,1,495,1058287,1060866,525,1062868,810.0,2,
1.0,2,0,1063685,1066676,865,1068678,2219.0,2,
2.0,1,-5,1070904,1073671,582,1075673,2414.0,2,
2.0,1,-5,1078094,1080647,818,1082649,747.0,2,
2.0,1,-5,1083404,1086081,840,1088083,2296.0,2,
2.0,2,0,1090386,1093171,751,1095173,1290.0,2,
1.0,2,0,1096470,1100994,971,1102996,3187.0,2,
1.0,2,0,1106190,1108978,1182,1110980,1427.0,2,
4.0,2,0,1112414,1114992,1004,1116994,991.0,2,
3.0,1,-10,1117992,1120893,735,1122895,1738.0,2,
1.0,2,0,1124640,1128285,1337,1130287,854.0,2,
3.0,1,-10,1131148,1134637,813,1136639,1405.0,2,
2.0,1,-5,1138051,1140650,818,1142652,978.0,2,
4.0,2,0,1143637,1146140,1079,1148142,574.0,2,
4.0,2,0,1148723,1151611,939,1153613,1461.0,2,
4.0,2,0,1155082,1157652,1003,1159654,2058.0,2,
1.0,2,0,1229430,1232747,1017,1234749,2485.0,2,
2.0,1,-5,1237241,1240165,900,1242167,2870.0,2,
2.0,1,-5,1245044,1247683,584,1249685,2760.0,2,
4.0,2,0,1252452,1255046,921,1257048,2680.0,2,
4.0,2,0,1259735,1263898,1025,1265900,1053.0,2,
4.0,1,-100,1266960,1270314,802,1272316,3218.0,2,
4.0,2,0,1275541,1278570,873,1280572,790.0,2,
2.0,1,-5,1281369,1284144,750,1286146,2712.0,2,
4.0,2,0,1288865,1291687,1341,1293689,1602.0,2,
2.0,1,-5,1295298,1299141,662,1301143,1452.0,2,
3.0,1,-10,1302602,1305321,700,1307323,999.0,2,
1.0,1,5,1308330,1311031,1121,1313033,1212.0,2,
3.0,1,-10,1314252,1317017,855,1319019,645.0,2,
1.0,1,5,1319672,1322344,1258,1324346,1335.0,2,
1.0,2,0,1325688,1328753,1019,1330755,693.0,2,
2.0,1,-5,1331455,1334686,1238,1336688,643.0,2,
2.0,1,-5,1337339,1340272,777,1342274,549.0,2,
2.0,1,-5,1342830,1345940,1139,1347942,765.0,2,
3.0,1,-10,1348714,1352939,743,1354941,547.0,2,
4.0,2,0,1355496,1358366,1840,1360368,1579.0,2,
3.0,1,100,1361954,1364869,1729,1366871,3813.0,2,
1.0,2,0,1370691,1374375,1190,1376377,1929.0,2,
2.0,1,495,1378313,1381201,1216,1383203,2176.0,2,
3.0,0,0,1385386,1387928,2541,1389930,1940.0,2,
2.0,1,-5,1391877,1394453,842,1396455,2698.0,2,
3.0,1,-10,1399161,1401685,691,1403687,1632.0,2,
4.0,2,0,1405326,1408065,1135,1410067,1977.0,2,
2.0,1,-5,1412051,1414707,1006,1416709,1415.0,2,
1.0,2,0,1418131,1421112,1407,1423114,863.0,2,
3.0,1,-10,1423984,1426763,929,1428765,694.0,2,
3.0,1,-10,1496676,1499287,932,1501289,662.0,2,
2.0,1,-5,1501959,1504542,637,1506544,2710.0,2,
3.0,1,100,1509261,1512012,661,1514014,2530.0,2,
2.0,1,-5,1516551,1519089,458,1521091,2286.0,2,
2.0,1,-5,1523384,1526353,783,1528355,1409.0,2,
3.0,1,-10,1529771,1532971,824,1534973,2541.0,2,
1.0,2,0,1537521,1540593,1258,1542595,2103.0,2,
2.0,1,-5,1544705,1549532,864,1551534,782.0,2,
2.0,1,495,1552323,1555445,716,1557447,2056.0,2,
4.0,2,0,1559510,1562149,1447,1564151,1279.0,2,
3.0,1,100,1565437,1568271,944,1570273,1065.0,2,
3.0,1,100,1571345,1573989,694,1575991,1396.0,2,
2.0,1,-5,1577395,1580597,793,1582599,706.0,2,
2.0,2,0,1583312,1586628,1225,1588630,3113.0,2,
4.0,1,-100,1591750,1594507,926,1596509,2939.0,2,
4.0,2,0,1599455,1602475,1268,1604477,1779.0,2,
3.0,1,100,1606263,1608779,1064,1610781,1207.0,2,
2.0,1,-5,1611995,1614732,557,1616734,1708.0,2,
4.0,2,0,1618450,1621162,1043,1623164,1714.0,2,
2.0,1,-5,1624885,1627837,861,1629839,1484.0,2,
2.0,1,-5,1631330,1634366,623,1636368,2180.0,2,
2.0,1,-5,1638555,1641147,854,1643149,520.0,2,
4.0,2,0,1643676,1646587,1333,1648589,2180.0,2,
1.0,2,0,1650776,1653373,1175,1655375,600.0,2,
3.0,1,-10,1655982,1658508,715,1660510,1003.0,2,
3.0,1,100,1661520,1664857,628,1666859,3245.0,2,
3.0,1,100,1670111,1673043,589,1675045,1873.0,2,
4.0,1,10,1676925,1679698,815,1681700,1349.0,2,
4.0,2,0,1683056,1685610,567,1687612,1781.0,2,
3.0,1,-10,1689400,1692449,682,1694451,1000.0,2,
