Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,0,0,187100,189619,2516,191623,519.0,1,
3.0,0,0,192155,195799,3641,197803,1454.0,1,
1.0,0,0,199270,201948,2676,203952,1381.0,1,
4.0,0,0,205346,207960,2612,209964,2868.0,1,
4.0,0,0,212845,216758,3911,218762,3060.0,1,
4.0,0,0,221835,224970,3133,226974,942.0,1,
3.0,0,0,227929,230658,2726,232662,2101.0,1,
1.0,0,0,234777,237690,2911,239694,590.0,1,
2.0,1,-5,240297,242874,922,244878,3834.0,1,
1.0,1,5,248726,252466,2071,254470,1607.0,1,
1.0,1,5,256090,259211,1078,261215,3913.0,1,
2.0,1,-5,265141,267712,1493,269717,1017.0,1,
3.0,1,100,270745,273594,956,275599,922.0,1,
4.0,0,0,276532,279341,2807,281345,1697.0,1,
4.0,2,0,283053,286302,744,288306,1420.0,1,
2.0,1,-5,289737,292510,919,294514,595.0,1,
2.0,1,-5,295120,297674,654,299678,1076.0,1,
1.0,2,0,300765,304565,853,306569,1902.0,1,
3.0,1,-10,308482,311513,796,313517,1928.0,1,
1.0,1,5,315456,318218,1215,320222,1335.0,1,
1.0,2,0,321568,325788,1615,327792,507.0,1,
1.0,1,5,328310,331058,1232,333062,701.0,1,
1.0,1,-495,333774,336733,791,338737,663.0,1,
4.0,1,-100,339411,341934,2088,343938,3555.0,1,
3.0,1,100,347505,350223,1296,352228,2412.0,1,
1.0,1,5,354651,357327,1375,359331,592.0,1,
1.0,2,0,359934,363124,712,365128,1321.0,1,
3.0,1,100,366460,370095,1229,372099,1866.0,1,
4.0,2,0,373976,376655,1101,378659,2291.0,1,
2.0,1,495,380961,383881,2134,385885,2991.0,1,
2.0,1,-5,457118,459760,1071,461764,2658.0,1,
1.0,1,5,464433,467451,763,469455,775.0,1,
2.0,2,0,470241,472867,1547,474871,2112.0,1,
3.0,1,100,476995,479886,1064,481890,1501.0,1,
3.0,1,-10,483402,486249,722,488253,1977.0,1,
2.0,2,0,490241,493480,1103,495484,924.0,1,
2.0,1,-5,496419,499537,808,501541,709.0,1,
1.0,1,5,502261,505090,1223,507094,2195.0,1,
3.0,1,-10,509300,512133,1205,514137,3069.0,1,
3.0,1,-10,517217,520055,1175,522059,1144.0,1,
4.0,2,0,523214,526805,1449,528809,1865.0,1,
1.0,1,5,530685,533954,821,535958,1062.0,1,
4.0,1,10,537031,539542,1082,541546,808.0,1,
3.0,1,100,542365,545720,747,547724,776.0,1,
1.0,1,5,548511,552039,620,554043,1752.0,1,
1.0,2,0,555806,558552,1317,560556,2352.0,1,
1.0,1,5,562919,565741,958,567745,3747.0,1,
1.0,1,5,571503,574304,913,576309,2964.0,1,
1.0,1,5,579284,583292,1521,585296,3776.0,1,
3.0,1,-10,589084,591604,1243,593608,895.0,1,
4.0,1,10,594514,597703,844,599707,1167.0,1,
1.0,1,5,600885,603407,1671,605411,3746.0,1,
3.0,1,100,609168,611819,856,613823,1131.0,1,
1.0,1,5,614964,618493,1221,620497,2179.0,1,
4.0,1,10,622688,625391,984,627395,1215.0,1,
3.0,1,-10,628621,631256,754,633260,2711.0,1,
1.0,1,-495,635982,639735,843,641739,2474.0,1,
1.0,1,5,644224,646781,1050,648786,743.0,1,
4.0,1,-100,649540,652517,796,654521,3203.0,1,
3.0,1,-10,657735,660895,649,662899,1397.0,1,
3.0,1,-10,723524,726038,961,728042,3892.0,1,
4.0,1,-100,731945,734577,534,736581,3604.0,1,
1.0,1,5,740196,742846,566,744850,2096.0,1,
3.0,1,100,746957,749550,547,751554,1142.0,1,
4.0,1,10,752707,756961,885,758965,904.0,1,
1.0,1,5,759880,762505,707,764509,2617.0,1,
2.0,1,-5,767137,770494,1389,772498,1534.0,1,
3.0,1,-10,774044,777172,780,779177,738.0,1,
4.0,1,-100,779927,782961,1032,784965,1949.0,1,
2.0,1,-5,786925,790958,1039,792962,3888.0,1,
1.0,1,5,796861,799475,851,801479,846.0,1,
1.0,1,5,802336,805838,1138,807842,993.0,1,
4.0,1,-100,808846,811479,1135,813483,2966.0,1,
4.0,1,10,816460,821344,1372,823348,3919.0,1,
2.0,1,-5,827278,830278,911,832282,3413.0,1,
