Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,0,0,76722,79239,2516,81241,519.0,2,
3.0,2,0,81768,85411,1876,87413,1454.0,2,
1.0,1,5,88874,91552,1143,93554,1381.0,2,
4.0,1,-100,94943,97557,819,99559,2868.0,2,
4.0,1,10,102434,106347,1603,108349,3060.0,2,
4.0,2,0,111416,114550,724,116552,942.0,2,
3.0,1,100,117501,120228,1701,122230,2101.0,2,
1.0,2,0,124339,127252,727,129254,590.0,2,
2.0,1,-5,129851,132427,898,134429,3834.0,2,
1.0,1,5,138270,142009,1639,144011,1607.0,2,
1.0,2,0,145625,148744,1741,150746,3913.0,2,
2.0,2,0,154667,157238,1857,159240,1017.0,2,
3.0,1,-10,160264,163113,1107,165115,922.0,2,
4.0,2,0,166044,168853,1208,170855,1697.0,2,
4.0,1,10,172559,175808,1222,177810,1420.0,2,
2.0,1,-5,179237,182010,1084,184012,595.0,2,
2.0,2,0,184615,187169,995,189171,1076.0,2,
1.0,1,5,190254,194053,543,196055,1902.0,2,
3.0,2,0,197965,200996,1140,202998,1928.0,2,
1.0,1,5,204933,207695,884,209697,1335.0,2,
1.0,2,0,211039,215258,1483,217260,507.0,2,
1.0,1,-495,217774,220521,898,222523,701.0,2,
1.0,2,0,223231,226189,743,228191,663.0,2,
4.0,1,10,228861,231385,673,233387,3555.0,2,
3.0,1,100,236949,239667,1297,241669,2412.0,2,
1.0,1,5,244089,246765,2531,248767,592.0,2,
1.0,1,5,249366,252555,855,254557,1321.0,2,
3.0,1,100,255885,259520,968,261522,1866.0,2,
4.0,1,-100,263395,266073,892,268075,2291.0,2,
2.0,2,0,270374,273295,763,275297,2991.0,2,
2.0,1,-5,349425,352067,2176,354069,2658.0,2,
1.0,1,5,356734,359752,817,361754,775.0,2,
2.0,2,0,362537,365162,567,367164,2112.0,2,
3.0,1,100,369283,372173,865,374175,1501.0,2,
3.0,2,0,375683,378529,965,380531,1977.0,2,
2.0,1,-5,382515,385754,2205,387756,924.0,2,
2.0,2,0,388687,391805,1086,393807,709.0,2,
1.0,1,5,394525,397353,1276,399355,2195.0,2,
3.0,1,-10,401557,404389,1262,406391,3069.0,2,
3.0,2,0,409467,412304,1311,414306,1144.0,2,
4.0,1,-100,415457,419049,924,421051,1865.0,2,
1.0,2,0,422923,426192,1538,428194,1062.0,2,
4.0,2,0,429263,431774,1057,433776,808.0,2,
3.0,1,-10,434591,437946,986,439948,776.0,2,
1.0,1,5,440731,444259,1559,446261,1752.0,2,
