Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,0,0,128862,131380,2516,133385,519.0,1,
3.0,2,0,133917,137559,960,139564,1454.0,1,
1.0,1,5,141030,143707,808,145713,1381.0,1,
4.0,1,-100,147107,149721,626,151727,2868.0,1,
4.0,2,0,154606,158520,1864,160525,3060.0,1,
4.0,1,10,163598,166734,667,168740,942.0,1,
3.0,2,0,169693,172422,1410,174427,2101.0,1,
1.0,1,5,176539,179452,597,181457,590.0,1,
2.0,2,0,182060,184636,1179,186641,3834.0,1,
1.0,2,0,190487,194226,1414,196231,1607.0,1,
1.0,1,5,197851,200971,396,202976,3913.0,1,
2.0,1,-5,206902,209474,614,211479,1017.0,1,
3.0,2,0,212508,215357,1089,217362,922.0,1,
4.0,1,10,218295,221104,576,223109,1697.0,1,
4.0,2,0,224818,228067,1442,230072,1420.0,1,
2.0,1,-5,231505,234278,807,236284,595.0,1,
2.0,2,0,236891,239446,1240,241450,1076.0,1,
1.0,1,5,242539,246339,1934,248344,1902.0,1,
3.0,1,100,250259,253289,2077,255294,1928.0,1,
1.0,2,0,257235,259997,2047,262001,1335.0,1,
1.0,2,0,263347,267567,1935,269571,507.0,1,
1.0,1,-495,270092,272840,577,274845,701.0,1,
1.0,1,5,275559,278519,1039,280525,663.0,1,
4.0,2,0,281200,283725,1252,285730,3555.0,1,
3.0,1,-10,289299,292017,626,294022,2412.0,1,
1.0,1,5,296447,299123,1251,301128,592.0,1,
1.0,1,5,301732,304921,1536,306927,1321.0,1,
3.0,2,0,308264,311899,530,313904,1866.0,1,
4.0,1,10,315782,318460,1810,320464,2291.0,1,
2.0,2,0,322767,325688,1486,327693,2991.0,1,
2.0,1,-5,397080,399723,473,401729,2658.0,1,
1.0,1,5,404399,407418,1492,409423,775.0,1,
2.0,2,0,410210,412837,2123,414842,2112.0,1,
3.0,1,100,416966,419857,1148,421862,1501.0,1,
3.0,2,0,423374,426221,1574,428225,1977.0,1,
2.0,2,0,430228,433466,1996,435471,924.0,1,
2.0,2,0,436407,439525,1610,441530,709.0,1,
1.0,1,5,442253,445082,758,447086,2195.0,1,
3.0,1,100,449305,452138,849,454143,3069.0,1,
3.0,1,100,457224,460063,730,462068,1144.0,1,
4.0,1,-100,463224,466816,1612,468821,1865.0,1,
1.0,1,5,470698,473967,818,475971,1062.0,1,
4.0,2,0,477045,479556,817,481560,808.0,1,
3.0,1,-10,482381,485737,403,487742,776.0,1,
1.0,1,5,488531,492060,1355,494065,1752.0,1,
1.0,1,5,495829,498575,619,500580,2352.0,1,
1.0,1,5,502945,505768,547,507773,3747.0,1,
1.0,1,5,511533,514334,529,516339,2964.0,1,
1.0,1,-495,519314,523321,569,525326,3776.0,1,
3.0,1,-10,529212,531732,1085,533737,895.0,1,
4.0,2,0,534645,537835,950,539840,1167.0,1,
1.0,1,5,541020,543545,453,545550,3746.0,1,
3.0,2,0,549308,551960,1147,553965,1131.0,1,
1.0,1,5,555108,558637,1060,560642,2179.0,1,
4.0,2,0,562834,565536,1102,567541,1215.0,1,
3.0,1,-10,568768,571405,645,573410,2711.0,1,
1.0,1,5,576134,579887,800,581892,2474.0,1,
1.0,1,5,584378,586936,592,588941,743.0,1,
4.0,1,-100,589696,592674,1383,594679,3203.0,1,
3.0,1,100,597895,601055,1549,603059,1397.0,1,
3.0,2,0,663681,666195,425,668200,3892.0,1,
4.0,1,10,672104,674736,282,676741,3604.0,1,
1.0,1,5,680357,683035,460,685040,2096.0,1,
3.0,2,0,687148,689741,1447,691745,1142.0,1,
4.0,1,-100,692907,697161,639,699166,904.0,1,
1.0,1,5,700082,702708,730,704713,2617.0,1,
2.0,1,-5,707342,710701,884,712707,1534.0,1,
3.0,2,0,714252,717381,969,719386,738.0,1,
4.0,2,0,720136,723171,1103,725176,1949.0,1,
2.0,1,495,727138,731171,766,733176,3888.0,1,
1.0,1,-495,737076,739689,635,741694,846.0,1,
1.0,1,5,742551,746053,872,748059,993.0,1,
4.0,1,-100,749063,751696,1056,753701,2966.0,1,
4.0,2,0,756679,761564,1552,763569,3919.0,1,
2.0,1,-5,767500,770500,1063,772504,3413.0,1,
4.0,2,0,775931,780137,1176,782142,1954.0,1,
4.0,2,0,784110,786647,950,788652,1361.0,1,
1.0,1,5,790027,792887,670,794893,3175.0,1,
3.0,1,-10,798080,800700,1409,802704,3801.0,1,
2.0,2,0,806517,809338,1727,811343,1205.0,1,
1.0,1,5,812561,816087,643,818092,1969.0,1,
1.0,1,5,820075,823475,568,825480,2101.0,1,
2.0,1,-5,827670,830266,1480,832272,537.0,1,
2.0,1,-5,832821,835670,1740,837674,888.0,1,
4.0,1,10,838574,841611,1167,843616,1331.0,1,
4.0,2,0,844959,848154,1373,850159,3075.0,1,
4.0,1,-100,853247,855945,1277,857949,2435.0,1,
1.0,1,5,860418,863099,735,865104,1012.0,1,
3.0,1,100,866127,869026,1120,871031,1476.0,1,
4.0,2,0,872519,875089,417,877094,2546.0,1,
2.0,2,0,947240,950575,1682,952580,562.0,1,
3.0,1,-10,953154,955837,1165,957842,1980.0,1,
1.0,1,5,959833,962397,509,964402,1348.0,1,
4.0,1,10,965762,968569,1859,970574,597.0,1,
3.0,2,0,971185,974050,934,976055,1862.0,1,
1.0,1,5,977929,980627,737,982632,2445.0,1,
4.0,1,10,985089,988151,834,990156,2740.0,1,
3.0,2,0,992908,996172,518,998177,1414.0,1,
4.0,1,-100,999602,1002217,1481,1004222,2796.0,1,
3.0,2,0,1007029,1009693,1281,1011699,3059.0,1,
3.0,1,-10,1014770,1017704,830,1019709,1357.0,1,
4.0,1,-100,1021078,1024838,1383,1026842,3568.0,1,
3.0,2,0,1030422,1033751,915,1035755,1388.0,1,
2.0,1,-5,1037155,1039717,849,1041721,692.0,1,
2.0,1,-5,1042437,1045016,809,1047020,810.0,1,
1.0,1,5,1047952,1050943,647,1052948,2219.0,1,
2.0,2,0,1055179,1057945,1329,1059950,2414.0,1,
2.0,2,0,1062376,1064930,948,1066934,747.0,1,
2.0,2,0,1067693,1070371,714,1072376,2296.0,1,
2.0,1,-5,1074684,1077469,724,1079474,1290.0,1,
1.0,1,5,1080776,1085301,636,1087306,3187.0,1,
1.0,2,0,1090505,1093293,1107,1095298,1427.0,1,
4.0,1,-100,1096737,1099317,674,1101322,991.0,1,
3.0,2,0,1102326,1105228,956,1107234,1738.0,1,
1.0,1,-495,1108986,1112631,603,1114636,854.0,1,
3.0,1,-10,1115511,1119000,1104,1121004,1405.0,1,
2.0,2,0,1122420,1125018,1061,1127023,978.0,1,
4.0,1,-100,1128025,1130528,521,1132534,574.0,1,
4.0,1,10,1133177,1136067,748,1138072,1461.0,1,
4.0,1,10,1139545,1142116,580,1144121,2058.0,1,
1.0,1,5,1224615,1227933,628,1229938,2485.0,1,
2.0,1,-5,1232435,1235361,1389,1237366,2870.0,1,
2.0,1,-5,1240248,1242887,361,1244893,2760.0,1,
4.0,1,10,1247665,1250259,1071,1252265,2680.0,1,
4.0,1,10,1254958,1259122,761,1261127,1053.0,1,
4.0,1,-100,1262192,1265548,930,1267553,3218.0,1,
4.0,1,10,1270784,1273814,1872,1275819,790.0,1,
2.0,2,0,1276620,1279395,1236,1281399,2712.0,1,
4.0,1,-100,1284123,1286945,1127,1288950,1602.0,1,
2.0,2,0,1290564,1294408,1062,1296413,1452.0,1,
3.0,1,100,1297878,1300598,829,1302603,999.0,1,
1.0,2,0,1303614,1306317,1051,1308322,1212.0,1,
3.0,2,0,1309547,1312312,1330,1314317,645.0,1,
1.0,1,5,1314975,1317647,548,1319653,1335.0,1,
1.0,1,5,1321000,1324065,410,1326070,693.0,1,
2.0,2,0,1326775,1330007,1429,1332012,643.0,1,
2.0,2,0,1332667,1335600,860,1337604,549.0,1,
2.0,1,-5,1338170,1341281,738,1343286,765.0,1,
3.0,1,-10,1344063,1348289,1768,1350294,547.0,1,
4.0,1,-100,1351021,1353893,1698,1355898,1579.0,1,
3.0,2,0,1357489,1360405,1183,1362410,3813.0,1,
1.0,1,5,1366236,1369921,811,1371926,1929.0,1,
2.0,2,0,1373868,1376757,901,1378761,2176.0,1,
3.0,1,100,1380949,1383493,980,1385497,1940.0,1,
2.0,2,0,1387449,1390024,786,1392029,2698.0,1,
3.0,1,-10,1394740,1397265,547,1399270,1632.0,1,
4.0,2,0,1400915,1403655,1228,1405660,1977.0,1,
2.0,1,495,1407659,1410316,741,1412320,1415.0,1,
1.0,2,0,1413749,1416731,1509,1418736,863.0,1,
3.0,1,100,1419612,1422391,896,1424396,694.0,1,
3.0,1,100,1493756,1496367,546,1498372,662.0,1,
2.0,2,0,1499046,1501630,842,1503635,2710.0,1,
3.0,1,100,1506357,1509109,1212,1511114,2530.0,1,
2.0,2,0,1513657,1516200,1146,1518206,2286.0,1,
2.0,1,-5,1520505,1523475,1076,1525480,1409.0,1,
3.0,1,100,1526901,1530102,1295,1532107,2541.0,1,
1.0,1,5,1534661,1537734,848,1539739,2103.0,1,
2.0,1,-5,1541857,1546685,1088,1548690,782.0,1,
2.0,2,0,1549488,1552612,963,1554617,2056.0,1,
4.0,1,10,1556684,1559325,621,1561330,1279.0,1,
3.0,2,0,1562621,1565457,1519,1567463,1065.0,1,
3.0,1,100,1568540,1571185,993,1573190,1396.0,1,
2.0,2,0,1574600,1577802,776,1579807,706.0,1,
2.0,1,-5,1580524,1583840,811,1585845,3113.0,1,
4.0,1,10,1588969,1591728,907,1593733,2939.0,1,
