Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,1,-5,92838,95355,2469,97357,519.0,1,
3.0,1,100,97884,101527,1835,103529,1454.0,1,
1.0,1,5,104990,107668,1063,109670,1381.0,1,
4.0,1,-100,111058,113672,800,115674,2868.0,1,
4.0,1,10,118549,122461,1532,124463,3060.0,1,
4.0,1,10,127530,130664,1271,132666,942.0,1,
3.0,1,-10,133615,136343,999,138345,2101.0,1,
1.0,1,5,140453,143366,1950,145368,590.0,1,
2.0,1,-5,145965,148541,1447,150543,3834.0,1,
1.0,1,5,154384,158122,847,160124,1607.0,1,
1.0,1,5,161738,164857,742,166859,3913.0,1,
2.0,2,0,170779,173351,1081,175353,1017.0,1,
3.0,1,100,176377,179226,930,181228,922.0,1,
4.0,2,0,182157,184966,588,186968,1697.0,1,
4.0,2,0,188673,191921,1466,193923,1420.0,1,
2.0,1,-5,195350,198122,1317,200124,595.0,1,
2.0,1,-5,200726,203280,761,205282,1076.0,1,
1.0,1,-495,206365,210165,916,212167,1902.0,1,
3.0,1,100,214076,217107,933,219109,1928.0,1,
1.0,2,0,221044,223806,949,225808,1335.0,1,
1.0,2,0,227150,231369,748,233371,507.0,1,
1.0,1,5,233885,236632,1027,238634,701.0,1,
1.0,1,5,239342,242300,1786,244302,663.0,1,
4.0,1,10,244973,247496,1036,249498,3555.0,1,
3.0,1,100,253060,255778,923,257780,2412.0,1,
1.0,2,0,260199,262874,1618,264876,592.0,1,
1.0,2,0,265475,268664,481,270666,1321.0,1,
3.0,1,-10,271994,275628,738,277630,1866.0,1,
4.0,1,-100,279503,282181,1402,284183,2291.0,1,
2.0,1,495,286481,289402,1053,291404,2991.0,1,
2.0,1,-5,358863,361505,1305,363507,2658.0,1,
1.0,2,0,366172,369190,1339,371192,775.0,1,
2.0,1,-5,371974,374599,956,376601,2112.0,1,
3.0,1,-10,378720,381610,1120,383612,1501.0,1,
3.0,1,-10,385120,387967,570,389969,1977.0,1,
2.0,1,-5,391953,395192,806,397194,924.0,1,
2.0,1,-5,398125,401243,497,403245,709.0,1,
1.0,2,0,403961,406790,1715,408792,2195.0,1,
3.0,1,100,410994,413826,787,415828,3069.0,1,
3.0,1,-10,418904,421741,810,423743,1144.0,1,
4.0,1,-100,424894,428486,942,430488,1865.0,1,
1.0,2,0,432360,435629,556,437631,1062.0,1,
4.0,1,10,438700,441211,888,443213,808.0,1,
3.0,1,100,444028,447382,507,449384,776.0,1,
1.0,2,0,450167,453695,1248,455697,1752.0,1,
1.0,1,5,457457,460204,2180,462206,2352.0,1,
1.0,2,0,464565,467388,639,469390,3747.0,1,
1.0,2,0,473144,475945,942,477947,2964.0,1,
1.0,1,5,480919,484926,1625,486928,3776.0,1,
3.0,1,-10,490711,493230,1043,495232,895.0,1,
4.0,1,-100,496134,499323,1199,501325,1167.0,1,
1.0,1,5,502499,505021,1444,507023,3746.0,1,
3.0,1,-10,510776,513427,849,515429,1131.0,1,
1.0,0,0,516567,520095,3527,522097,2179.0,1,
4.0,1,-100,524283,526985,748,528987,1215.0,1,
3.0,1,-10,530209,532844,620,534846,2711.0,1,
1.0,1,5,537564,541317,1134,543319,2474.0,1,
1.0,1,5,545800,548357,981,550359,743.0,1,
4.0,1,10,551109,554086,824,556088,3203.0,1,
3.0,1,100,559298,562457,877,564459,1397.0,1,
3.0,1,-10,626471,628985,1240,630987,3892.0,1,
4.0,1,-100,634886,637517,700,639519,3604.0,1,
1.0,1,5,643130,645780,1527,647782,2096.0,1,
3.0,1,100,649885,652478,646,654480,1142.0,1,
4.0,1,10,655629,659883,1280,661885,904.0,1,
1.0,2,0,662796,665420,1183,667422,2617.0,1,
2.0,1,-5,670046,673403,636,675405,1534.0,1,
3.0,1,-10,676946,680074,696,682076,738.0,1,
4.0,2,0,682821,685856,1389,687858,1949.0,1,
2.0,1,-5,689814,693847,792,695849,3888.0,1,
1.0,2,0,699744,702357,430,704359,846.0,1,
1.0,2,0,705212,708713,512,710715,993.0,1,
4.0,2,0,711715,714348,1697,716350,2966.0,1,
4.0,1,10,719323,724208,1076,726210,3919.0,1,
2.0,1,-5,730136,733136,751,735138,3413.0,1,
4.0,2,0,738558,742763,1568,744765,1954.0,1,
4.0,1,-100,746727,749263,1269,751265,1361.0,1,
1.0,2,0,752633,755491,1048,757493,3175.0,1,
3.0,1,100,760675,763294,867,765296,3801.0,1,
2.0,1,-5,769104,771925,531,773927,1205.0,1,
1.0,2,0,775139,778664,1162,780666,1969.0,1,
1.0,1,5,782642,786041,1829,788043,2101.0,1,
2.0,0,0,790151,792747,2595,794749,537.0,1,
2.0,1,-5,795293,798142,408,800144,888.0,1,
4.0,1,-100,801039,804076,564,806078,1331.0,1,
4.0,2,0,807416,810610,708,812612,3075.0,1,
4.0,2,0,815694,818391,641,820393,2435.0,1,
1.0,1,5,822835,825516,1374,827518,1012.0,1,
3.0,1,100,828537,831436,443,833438,1476.0,1,
4.0,2,0,834921,837491,1248,839493,2546.0,1,
2.0,1,495,903027,906361,850,908363,562.0,1,
3.0,1,100,908932,911615,866,913617,1980.0,1,
1.0,2,0,915604,918169,624,920171,1348.0,1,
4.0,2,0,921526,924332,1134,926334,597.0,1,
3.0,1,100,926938,929802,495,931804,1862.0,1,
1.0,2,0,933673,936370,680,938372,2445.0,1,
4.0,1,-100,940824,943886,1771,945888,2740.0,1,
3.0,2,0,948635,951899,353,953901,1414.0,1,
4.0,1,-100,955322,957936,2050,959938,2796.0,1,
3.0,1,100,962741,965404,952,967406,3059.0,1,
3.0,1,100,970472,973406,895,975408,1357.0,1,
4.0,2,0,976772,980532,1369,982534,3568.0,1,
3.0,1,-10,986109,989438,439,991440,1388.0,1,
2.0,1,-5,992835,995395,989,997397,692.0,1,
2.0,1,-5,998097,1000675,873,1002677,810.0,1,
1.0,2,0,1003494,1006484,1127,1008486,2219.0,1,
2.0,1,-5,1010712,1013479,2393,1015481,2414.0,1,
2.0,1,-5,1017902,1020457,897,1022459,747.0,1,
2.0,1,-5,1023213,1025891,891,1027893,2296.0,1,
2.0,2,0,1030196,1032980,820,1034982,1290.0,1,
