Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,0,0,106700,109217,2516,111219,519.0,1,
3.0,1,100,111746,115389,1968,117391,1454.0,1,
1.0,2,0,118852,121529,868,123531,1381.0,1,
4.0,2,0,124919,127532,1377,129534,2868.0,1,
4.0,1,-100,132409,136322,552,138324,3060.0,1,
4.0,2,0,141391,144526,1178,146528,942.0,1,
3.0,1,-10,147477,150205,963,152207,2101.0,1,
1.0,1,5,154315,157228,1744,159230,590.0,1,
2.0,1,-5,159828,162403,1860,164405,3834.0,1,
1.0,1,5,168246,171985,1075,173987,1607.0,1,
1.0,1,5,175601,178721,860,180723,3913.0,1,
2.0,2,0,184643,187215,1129,189217,1017.0,1,
3.0,2,0,190241,193089,1930,195091,922.0,1,
4.0,2,0,196020,198828,793,200830,1697.0,1,
4.0,2,0,202534,205782,1253,207784,1420.0,1,
2.0,1,-5,209211,211983,731,213985,595.0,1,
2.0,2,0,214587,217142,1179,219144,1076.0,1,
1.0,1,5,220228,224028,692,226030,1902.0,1,
3.0,1,100,227940,230970,1011,232972,1928.0,1,
1.0,1,-495,234907,237668,650,239670,1335.0,1,
1.0,1,5,241012,245231,2029,247233,507.0,1,
1.0,1,5,247747,250495,1643,252497,701.0,1,
1.0,2,0,253205,256164,1079,258166,663.0,1,
4.0,2,0,258836,261360,1147,263362,3555.0,1,
3.0,1,100,266924,269641,629,271643,2412.0,1,
1.0,1,5,274062,276737,976,278739,592.0,1,
1.0,1,5,279339,282529,1850,284531,1321.0,1,
3.0,1,100,285860,289495,855,291497,1866.0,1,
4.0,2,0,293370,296048,857,298050,2291.0,1,
2.0,2,0,300348,303268,1793,305270,2991.0,1,
2.0,2,0,388103,390745,2391,392747,2658.0,1,
1.0,1,5,395412,398430,592,400432,775.0,1,
2.0,1,-5,401214,403840,1136,405842,2112.0,1,
3.0,1,-10,407961,410852,807,412854,1501.0,1,
3.0,1,-10,414362,417208,1137,419210,1977.0,1,
2.0,2,0,421194,424432,947,426434,924.0,1,
2.0,2,0,427365,430483,764,432485,709.0,1,
1.0,1,5,433201,436030,900,438032,2195.0,1,
3.0,2,0,440234,443067,975,445069,3069.0,1,
3.0,2,0,448145,450982,1200,452984,1144.0,1,
4.0,1,10,454135,457726,855,459728,1865.0,1,
1.0,1,5,461600,464869,721,466871,1062.0,1,
4.0,1,10,467940,470451,851,472453,808.0,1,
3.0,2,0,473268,476623,1085,478625,776.0,1,
1.0,1,5,479408,482937,1046,484939,1752.0,1,
1.0,1,5,486698,489444,684,491446,2352.0,1,
1.0,1,5,493806,496628,788,498630,3747.0,1,
1.0,2,0,502384,505185,670,507187,2964.0,1,
1.0,2,0,510159,514167,1743,516169,3776.0,1,
3.0,2,0,519952,522471,1027,524473,895.0,1,
4.0,1,10,525376,528565,1313,530567,1167.0,1,
1.0,1,-495,531741,534263,1067,536265,3746.0,1,
3.0,0,0,540018,542668,2649,544670,1131.0,1,
1.0,1,5,545809,549338,849,551340,2179.0,1,
4.0,1,-100,553526,556228,1347,558230,1215.0,1,
3.0,1,-10,559452,562087,614,564089,2711.0,1,
1.0,1,5,566807,570559,736,572561,2474.0,1,
1.0,1,5,575042,577599,882,579601,743.0,1,
4.0,1,-100,580351,583328,803,585330,3203.0,1,
3.0,1,100,588540,591700,610,593702,1397.0,1,
3.0,1,-10,660045,662558,1867,664560,3892.0,1,
4.0,1,10,668460,671091,536,673093,3604.0,1,
1.0,1,5,676704,679354,519,681356,2096.0,1,
3.0,1,100,683459,686052,546,688054,1142.0,1,
4.0,1,-100,689203,693457,699,695459,904.0,1,
1.0,1,5,696370,698994,649,700996,2617.0,1,
2.0,1,-5,703620,706977,417,708979,1534.0,1,
3.0,1,-10,710520,713648,476,715650,738.0,1,
4.0,1,-100,716395,719429,1605,721431,1949.0,1,
2.0,2,0,723387,727420,1916,729422,3888.0,1,
1.0,1,5,733317,735931,765,737933,846.0,1,
1.0,1,-495,738787,742288,673,744290,993.0,1,
4.0,1,10,745291,747923,1654,749925,2966.0,1,
4.0,1,-100,752898,757783,1059,759785,3919.0,1,
2.0,1,495,763712,766712,1986,768714,3413.0,1,
4.0,2,0,772135,776339,2390,778341,1954.0,1,
4.0,1,10,780303,782839,1473,784841,1361.0,1,
1.0,1,5,786209,789067,991,791069,3175.0,1,
3.0,1,-10,794252,796871,1186,798873,3801.0,1,
2.0,1,-5,802681,805502,1229,807504,1205.0,1,
1.0,2,0,808716,812242,798,814244,1969.0,1,
1.0,2,0,816220,819619,1413,821621,2101.0,1,
2.0,1,-5,823729,826325,622,828327,537.0,1,
2.0,1,-5,828871,831720,1141,833722,888.0,1,
4.0,1,10,834617,837654,2299,839656,1331.0,1,
4.0,2,0,840994,844189,707,846191,3075.0,1,
4.0,1,-100,849273,851970,2238,853972,2435.0,1,
1.0,2,0,856414,859095,849,861097,1012.0,1,
3.0,1,-10,862116,865015,860,867017,1476.0,1,
4.0,1,-100,868500,871070,1373,873072,2546.0,1,
2.0,1,-5,937539,940873,1024,942876,562.0,1,
3.0,1,100,943445,946128,905,948130,1980.0,1,
1.0,2,0,950117,952681,557,954683,1348.0,1,
4.0,2,0,956038,958844,799,960846,597.0,1,
3.0,1,-10,961450,964314,841,966316,1862.0,1,
1.0,2,0,968185,970882,738,972884,2445.0,1,
4.0,2,0,975336,978398,1403,980400,2740.0,1,
3.0,1,100,983147,986412,765,988414,1414.0,1,
4.0,0,0,989835,992449,2613,994451,2796.0,1,
3.0,1,-10,997255,999918,624,1001920,3059.0,1,
3.0,1,100,1004986,1007920,515,1009922,1357.0,1,
4.0,2,0,1011286,1015046,860,1017048,3568.0,1,
3.0,2,0,1020623,1023952,711,1025954,1388.0,1,
2.0,1,-5,1027349,1029909,994,1031911,692.0,1,
2.0,1,-5,1032610,1035189,746,1037191,810.0,1,
1.0,2,0,1038008,1040998,975,1043000,2219.0,1,
2.0,1,-5,1045225,1047992,894,1049994,2414.0,1,
2.0,1,-5,1052415,1054969,610,1056971,747.0,1,
2.0,1,-5,1057726,1060404,669,1062406,2296.0,1,
2.0,1,495,1064709,1067493,468,1069495,1290.0,1,
1.0,2,0,1070793,1075316,728,1077318,3187.0,1,
1.0,2,0,1080512,1083301,924,1085303,1427.0,1,
4.0,2,0,1086737,1089316,1910,1091318,991.0,1,
3.0,1,100,1092316,1095218,563,1097220,1738.0,1,
1.0,2,0,1098965,1102609,740,1104611,854.0,1,
3.0,1,100,1105472,1108960,743,1110962,1405.0,1,
2.0,1,-5,1112374,1114972,712,1116974,978.0,1,
4.0,2,0,1117959,1120462,1214,1122464,574.0,1,
4.0,2,0,1123045,1125934,1117,1127936,1461.0,1,
4.0,2,0,1129405,1131976,1057,1133978,2058.0,1,
1.0,2,0,1200190,1203508,1427,1205510,2485.0,1,
2.0,1,-5,1208002,1210925,767,1212927,2870.0,1,
2.0,1,-5,1215805,1218443,739,1220445,2760.0,1,
4.0,2,0,1223212,1225806,777,1227808,2680.0,1,
