Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,1,-5,185981,188499,1512,190503,519.0,2,
3.0,1,100,191033,194676,1286,196680,1454.0,2,
1.0,1,5,198145,200822,894,202826,1381.0,2,
4.0,1,-100,204218,206831,1060,208835,2868.0,2,
4.0,2,0,211714,215629,1019,217633,3060.0,2,
4.0,1,10,220704,223839,1648,225843,942.0,2,
3.0,1,-10,226796,229524,1047,231528,2101.0,2,
1.0,1,5,233640,236552,1312,238556,590.0,2,
2.0,1,-5,239157,241732,1232,243736,3834.0,2,
1.0,1,5,247581,251320,1157,253324,1607.0,2,
1.0,1,5,254942,258062,898,260066,3913.0,2,
2.0,1,-5,263990,266562,842,268566,1017.0,2,
3.0,1,100,269594,272443,966,274447,922.0,2,
4.0,1,10,275380,278188,1515,280192,1697.0,2,
4.0,1,10,281900,285149,990,287153,1420.0,2,
2.0,1,-5,288584,291357,1966,293361,595.0,2,
2.0,2,0,293967,296522,682,298527,1076.0,2,
1.0,1,-495,299613,303413,983,305417,1902.0,2,
3.0,1,100,307330,310360,735,312364,1928.0,2,
1.0,1,5,314303,317065,871,319069,1335.0,2,
1.0,1,5,320415,324635,925,326639,507.0,2,
1.0,1,5,327157,329905,862,331909,701.0,2,
1.0,2,0,332621,335580,1168,337584,663.0,2,
4.0,1,-100,338258,340782,1018,342786,3555.0,2,
3.0,1,100,346352,349070,1407,351074,2412.0,2,
1.0,2,0,353497,356173,1412,358177,592.0,2,
1.0,2,0,358785,361975,1708,363979,1321.0,2,
3.0,1,-10,365311,368946,791,370950,1866.0,2,
4.0,1,-100,372827,375505,1644,377509,2291.0,2,
2.0,2,0,379811,382732,677,384736,2991.0,2,
2.0,2,0,459016,461658,1102,463662,2658.0,2,
1.0,2,0,466331,469349,905,471353,775.0,2,
2.0,2,0,472139,474765,888,476770,2112.0,2,
3.0,1,-10,478893,481784,786,483788,1501.0,2,
3.0,1,-10,485299,488146,574,490150,1977.0,2,
2.0,2,0,492138,495376,1459,497380,924.0,2,
2.0,1,495,498315,501433,795,503437,709.0,2,
1.0,2,0,504157,506986,1050,508990,2195.0,2,
3.0,1,100,511196,514029,443,516034,3069.0,2,
3.0,1,-10,519113,521951,757,523955,1144.0,2,
4.0,1,10,525110,528702,1640,530706,1865.0,2,
1.0,2,0,532582,535850,1219,537854,1062.0,2,
4.0,1,-100,538927,541438,788,543442,808.0,2,
3.0,1,100,544261,547616,834,549620,776.0,2,
1.0,2,0,550407,553935,893,555939,1752.0,2,
1.0,2,0,557702,560448,637,562452,2352.0,2,
1.0,2,0,564815,567637,563,569641,3747.0,2,
1.0,1,5,573399,576200,1058,578204,2964.0,2,
1.0,2,0,581180,585188,851,587194,3776.0,2,
3.0,1,-10,590981,593501,610,595505,895.0,2,
4.0,1,-100,596411,599601,1388,601605,1167.0,2,
1.0,1,5,602783,605304,1169,607309,3746.0,2,
3.0,1,-10,611066,613717,659,615721,1131.0,2,
1.0,1,5,616863,620392,1600,622396,2179.0,2,
4.0,2,0,624586,627289,1273,629293,1215.0,2,
3.0,1,-10,630519,633155,693,635159,2711.0,2,
1.0,2,0,637882,641634,1465,643638,2474.0,2,
1.0,2,0,646123,648680,690,650684,743.0,2,
4.0,2,0,651438,654415,1405,656419,3203.0,2,
3.0,1,100,659633,662792,485,664796,1397.0,2,
3.0,1,-10,729482,731996,894,734000,3892.0,2,
4.0,1,10,737902,740533,924,742537,3604.0,2,
1.0,2,0,746152,748802,1057,750806,2096.0,2,
3.0,1,100,752913,755506,595,757510,1142.0,2,
4.0,2,0,758663,762917,1135,764921,904.0,2,
1.0,2,0,765836,768461,1950,770465,2617.0,2,
2.0,1,-5,773093,776450,507,778454,1534.0,2,
3.0,1,-10,779999,783127,720,785131,738.0,2,
4.0,2,0,785881,788916,1113,790920,1949.0,2,
2.0,1,-5,792881,796914,730,798918,3888.0,2,
1.0,2,0,802817,805430,848,807434,846.0,2,
1.0,2,0,808291,811793,994,813797,993.0,2,
4.0,2,0,814801,817435,1012,819439,2966.0,2,
4.0,2,0,822416,827301,989,829305,3919.0,2,
2.0,1,-5,833235,836235,484,838239,3413.0,2,
4.0,2,0,841663,845868,763,847872,1954.0,2,
4.0,1,-100,849837,852373,821,854377,1361.0,2,
1.0,2,0,855749,858608,883,860612,3175.0,2,
3.0,1,100,863798,866417,535,868421,3801.0,2,
2.0,1,-5,872233,875054,826,877058,1205.0,2,
1.0,2,0,878274,881800,840,883804,1969.0,2,
1.0,2,0,885784,889183,773,891187,2101.0,2,
2.0,1,-5,893299,895895,1022,897899,537.0,2,
2.0,1,-5,898447,901296,754,903300,888.0,2,
4.0,2,0,904199,907236,798,909240,1331.0,2,
4.0,2,0,910582,913777,695,915781,3075.0,2,
4.0,2,0,918867,921564,597,923568,2435.0,2,
1.0,2,0,926014,928695,781,930699,1012.0,2,
3.0,1,100,931722,934621,380,936625,1476.0,2,
4.0,2,0,938112,940682,699,942686,2546.0,2,
2.0,1,-5,1000578,1003912,1006,1005916,562.0,2,
3.0,1,100,1006489,1009172,582,1011176,1980.0,2,
1.0,2,0,1013167,1015732,641,1017736,1348.0,2,
4.0,2,0,1019095,1021901,837,1023905,597.0,2,
3.0,1,100,1024513,1027377,596,1029381,1862.0,2,
1.0,2,0,1031254,1033951,609,1035955,2445.0,2,
4.0,2,0,1038411,1041473,839,1043477,2740.0,2,
3.0,1,100,1046228,1049493,674,1051497,1414.0,2,
