Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,1,-5,72326,74843,1776,76845,519.0,1,
3.0,2,0,77371,81013,1724,83015,1454.0,1,
1.0,1,5,84476,87153,1269,89155,1381.0,1,
4.0,1,-100,90543,93156,1973,95158,2868.0,1,
4.0,2,0,98033,101946,1272,103948,3060.0,1,
4.0,1,10,107016,110151,890,112153,942.0,1,
3.0,1,100,113102,115830,2378,117832,2101.0,1,
1.0,1,5,119941,122853,1468,124855,590.0,1,
2.0,1,-5,125452,128028,1657,130030,3834.0,1,
1.0,1,5,133872,137611,1995,139613,1607.0,1,
1.0,1,5,141227,144347,1848,146349,3913.0,1,
2.0,1,-5,150269,152840,821,154842,1017.0,1,
3.0,1,-10,155866,158714,2072,160716,922.0,1,
4.0,2,0,161645,164453,1645,166455,1697.0,1,
4.0,1,10,168159,171408,829,173410,1420.0,1,
2.0,1,-5,174837,177610,1609,179612,595.0,1,
2.0,1,495,180214,182769,1033,184771,1076.0,1,
1.0,1,-495,185854,189653,988,191655,1902.0,1,
3.0,1,100,193565,196595,1388,198597,1928.0,1,
1.0,1,5,200532,203294,715,205296,1335.0,1,
1.0,1,5,206638,210858,626,212860,507.0,1,
1.0,1,5,213374,216122,694,218124,701.0,1,
1.0,1,5,218832,221791,377,223793,663.0,1,
4.0,2,0,224464,226987,809,228989,3555.0,1,
3.0,1,100,232551,235268,1400,237270,2412.0,1,
1.0,0,0,239689,242364,2674,244366,592.0,1,
1.0,2,0,244965,248155,734,250157,1321.0,1,
3.0,1,100,251485,255120,1024,257122,1866.0,1,
4.0,1,10,258995,261673,541,263675,2291.0,1,
2.0,1,-5,265973,268893,596,270895,2991.0,1,
2.0,1,-5,346411,349052,1521,351054,2658.0,1,
1.0,1,5,353720,356738,817,358740,775.0,1,
2.0,1,-5,359522,362148,579,364150,2112.0,1,
3.0,2,0,366269,369159,342,371161,1501.0,1,
3.0,1,-10,372670,375516,439,377518,1977.0,1,
2.0,1,-5,379502,382741,828,384743,924.0,1,
2.0,1,-5,385674,388792,511,390794,709.0,1,
1.0,2,0,391510,394339,2740,396341,2195.0,1,
3.0,1,-10,398543,401376,684,403378,3069.0,1,
3.0,0,0,406454,409291,2836,411293,1144.0,1,
4.0,1,-100,412444,416035,577,418037,1865.0,1,
1.0,1,5,419909,423178,621,425180,1062.0,1,
4.0,1,-100,426249,428760,588,430762,808.0,1,
3.0,1,-10,431578,434933,807,436935,776.0,1,
1.0,2,0,437718,441247,699,443249,1752.0,1,
1.0,1,5,445008,447754,571,449756,2352.0,1,
1.0,1,5,452115,454937,301,456939,3747.0,1,
1.0,1,5,460693,463494,361,465496,2964.0,1,
1.0,1,5,468468,472476,948,474478,3776.0,1,
3.0,1,100,478261,480780,1052,482782,895.0,1,
4.0,1,10,483684,486873,1560,488875,1167.0,1,
1.0,1,-495,490049,492570,629,494572,3746.0,1,
3.0,1,-10,498325,500976,518,502978,1131.0,1,
1.0,1,5,504116,507645,469,509647,2179.0,1,
4.0,1,-100,511833,514536,1578,516538,1215.0,1,
3.0,1,100,517760,520395,572,522397,2711.0,1,
1.0,1,5,525116,528868,599,530870,2474.0,1,
1.0,1,5,533351,535908,619,537910,743.0,1,
4.0,1,-100,538660,541637,1599,543639,3203.0,1,
3.0,1,-10,546849,550009,685,552011,1397.0,1,
3.0,1,-10,624213,626726,869,628728,3892.0,1,
4.0,1,10,632627,635258,639,637260,3604.0,1,
1.0,1,5,640871,643522,515,645524,2096.0,1,
3.0,1,-10,647627,650220,395,652222,1142.0,1,
4.0,1,-100,653371,657625,332,659627,904.0,1,
1.0,1,5,660538,663162,508,665164,2617.0,1,
2.0,1,-5,667788,671145,497,673147,1534.0,1,
3.0,1,100,674689,677817,867,679820,738.0,1,
4.0,1,10,680565,683600,502,685602,1949.0,1,
2.0,1,-5,687558,691591,1153,693593,3888.0,1,
1.0,1,5,697488,700101,1568,702103,846.0,1,
1.0,1,-495,702957,706458,632,708460,993.0,1,
4.0,1,10,709460,712093,1008,714095,2966.0,1,
4.0,1,-100,717068,721953,558,723955,3919.0,1,
2.0,1,-5,727881,730881,930,732883,3413.0,1,
4.0,1,-100,736304,740508,720,742510,1954.0,1,
4.0,1,-100,744472,747008,1019,749010,1361.0,1,
1.0,1,5,750378,753237,733,755239,3175.0,1,
3.0,1,-10,758421,761040,795,763042,3801.0,1,
2.0,1,-5,766850,769670,1929,771672,1205.0,1,
1.0,1,5,772884,776409,1225,778411,1969.0,1,
