,Unnamed: 0,Unnamed: 0.1,model,neglogprob,sub_id,x0_alpha,x0_beta,x0_exp_neg,x0_exp_pos,xopt_alpha,xopt_beta,xopt_exp_neg,xopt_exp_pos
0,20,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,105.98523988764956,411477.0,0.8154718170355814,0.04104613890955455,0.93308196873447,0.9720659600085956,1.3908781614094297,0.0016967532436657385,0.9620675341719364,1.4867790281724704
1,48,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,107.08808377657736,411477.0,0.8593725532805249,1.3768319940095064,0.5327650428574384,0.2494313369190082,1.9970448829577188,0.22469257066741,0.004498414972948639,0.036438531027075685
2,34,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,108.43630963910972,411477.0,0.5466051398454836,0.7464435800648561,0.21792337803146866,0.34198188138330293,1.5426209162220443,0.1985573211928458,0.04913260828686443,0.062164143066502815
3,29,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,108.6590009397904,411477.0,0.9168459449647776,1.2778893799271585,0.2331601219579725,0.1261642444385268,1.5167844917931002,0.18867168611120544,0.07437749910433385,0.0827328936343061
4,28,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,109.33918715862428,411477.0,0.4606516995721103,1.009301562195477,0.4077945317372552,0.5559252067729251,0.8029062811057902,0.21347380037835945,0.09211325241350528,0.11416811480881482
5,30,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,109.60932372835268,411477.0,0.5971817250510362,0.9395455733094517,0.6643188490729791,0.32087808804940465,0.5957009774015,0.22335051595405786,0.11549460256733028,0.14046019559884487
6,38,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,109.638435069886,411477.0,0.09729543920412698,2.925456557300285,0.05218596122204777,0.13585269561475144,0.3563094781579892,0.2566979271201804,0.13950037320263947,0.1838116834781026
7,17,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,109.68321940476055,411477.0,0.07291397948793887,2.3855667541936536,0.12755530321741934,0.4725326485740144,0.3173014843786484,0.2668371669856056,0.13795540628219274,0.19357031328575275
8,15,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,109.85253009078876,411477.0,0.22889982632542905,3.814120315219725,0.8449514389141394,0.07865161490313599,0.29324554992147,0.2763015235990901,0.1649912457243604,0.20289278042893868
9,25,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,109.85253009079088,411477.0,0.2903017643892025,0.9523793118177504,0.3396058484136447,0.6723997904203953,0.2932455864767861,0.2763011378225677,0.16499135482662453,0.2028929976766398
10,9,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,109.91189608553806,411477.0,0.18170627986537316,0.6235167346143766,0.6855816612065071,0.3545648700665215,0.2514154417551552,0.3050674924977481,0.16893747072295348,0.20699192787617388
11,0,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,109.9118960855535,411477.0,0.06021787709688231,1.1815776370560327,0.4202978805376629,0.34373170664437624,0.25141531086438496,0.30506792382117104,0.16893723523982926,0.20699181634445024
12,11,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,109.91429959203664,411477.0,0.15857015969703758,4.015833227949735,0.7007880573434233,0.3300205217015162,0.2545264810805586,0.3010689278671239,0.17383878698097815,0.20956168415739126
13,4,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,110.00999056507892,411477.0,0.4144009899113255,2.7616973354234657,0.8495585390174595,0.10903555177706092,0.22451240557936106,0.32804701766597777,0.17370101184221395,0.21114726748970405
14,12,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,110.00999121691905,411477.0,0.13177673153691485,2.3269132181664776,0.5896668313537916,0.20666725502155406,0.22452353390897947,0.3279707694526451,0.1737266920175087,0.21116206654075526
15,19,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,110.10237934093979,411477.0,0.2660588668222459,4.622683663345906,0.048754192620062864,0.15189400720066004,0.29464282469714803,0.2907267834080065,0.06655644233870978,0.1526365277236887
16,14,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,110.17652729632601,411477.0,0.07870765467536878,2.2733051197724667,0.8011725844128371,0.6457696733378827,0.2151626521513073,0.31886240914263864,0.1752258762912186,0.23682678877536414
17,24,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,110.30846991434537,411477.0,0.0069522404389359424,0.2441885146098588,0.3776923613301793,0.6301928183801133,0.1797035872758494,0.3702558986598221,0.17739391045366848,0.2050456037956191
18,6,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,110.83953243678364,411477.0,0.5962417003990873,3.450472680953556,0.4420521107673353,0.051108186323562184,0.3338445291521412,0.2787294571776723,-0.020931122956950314,0.06289618565744504
19,3,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,111.10878572953597,411477.0,0.28066980108596584,2.159675357871928,0.7394615587291378,0.03176259514869095,0.3823943555707127,0.2566207138395877,-0.02315581472620841,0.04442986599188306
20,8,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,112.96572260223242,411477.0,0.6551641416827789,3.1732159964169644,0.27610624354433033,0.2979776711751381,0.27440652996946835,0.1690310341211067,0.235471447884265,0.3474502267292617
21,13,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,120.37586594591984,411477.0,0.30872346490420544,3.020788925174853,0.3356288240235672,0.8454238374588873,1.147885671061856e-07,-0.0015846766028404045,0.2642885124355017,3.2958591342108283
22,18,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,539.8862812778399,411477.0,0.4958805285330942,3.3532259391541035,0.654398001343677,0.2247509126337981,0.7868889178671941,2.6155865421483258,0.16814098557664847,0.4006733563301377
23,16,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,566.5111799252794,411477.0,0.8677152499469337,2.0343530129105933,0.6109418120295712,0.2508961390418639,1.1168583811894726,2.0914697790443006,0.14544392793625724,0.34830454980067943
24,43,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,575.5033383945259,411477.0,0.4388314565445762,2.935213617374524,0.451691323861641,0.4612129683141886,0.529777915524418,3.2892606005445804,0.16965948834428513,0.3958136469229716
25,40,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,587.8313300946213,411477.0,0.3324617165604521,3.967614660082248,0.1879120287420979,0.493377501230909,0.33156540803177137,3.6481457849905623,0.20967449321913512,0.4180753665686439
26,2,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,591.5856231930906,411477.0,0.6647929693259329,2.8953825886657483,0.31988974446528706,0.3670728578656601,0.6833744498422833,2.1925572548391083,0.2352936791558923,0.4358818283110855
27,39,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,660.4459291904287,411477.0,0.17721280942836948,3.3178346035151964,0.7910683841061101,0.4242332107769371,0.21255402238515692,3.8360179297330816,0.20575336479891648,0.4757967287874892
28,27,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,731.6923115314801,411477.0,0.13460541264923465,3.4489578285764706,0.5407156270090513,0.6652425135410516,0.1041764943469361,1.0251696880861756,0.5208881514951152,1.0900543839752157
29,41,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,734.2378485598863,411477.0,0.613947169891722,2.141898324923932,0.6269419530673702,0.5204030938139327,0.10174921888606868,1.3468431623559465,0.471124346098944,0.9548049690014668
30,44,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,734.5189237671187,411477.0,0.34572676427279625,3.7082298531526767,0.3021733249401604,0.7337801973997738,0.4357224772096449,0.6021519279254819,0.3989229526659709,0.8717524739188031
31,33,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,803.3661746764761,411477.0,0.15675815089223033,3.253550113980048,0.5550646395260973,0.6103214167036455,0.1665063448087688,3.1244924189320606,0.31555290162944183,0.6601744077509473
32,1,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,804.8611533481105,411477.0,0.2731373203594301,2.7577434796627784,0.5948511148022504,0.5435920552812004,0.295323820455624,2.9963900139130173,0.2834789370119785,0.5947199280872608
33,23,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,808.7385509489346,411477.0,0.15345910175789346,3.5582504011815237,0.3497516145031179,0.6772061939886082,0.15828564188842048,3.4451742620490737,0.34512737328292503,0.6528037127823676
34,35,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,809.2516494339039,411477.0,0.998841476190404,3.6602451804326988,0.12151715358852287,0.5283669891184426,0.9543892275521868,1.314646560514647,0.19944841075075992,0.6258546350702525
35,32,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,814.19613817802,411477.0,0.8828710483664494,4.9689545313467285,0.3833504355672098,0.4616592242774015,1.4273811243120504,1.3994523899425009,0.1983777974524892,0.5788297810396281
36,46,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,832.6511237296022,411477.0,0.6828215756475581,2.5247777152996345,0.6829380259715708,0.4610238085274741,0.8223883778768613,2.8254217700041337,0.26214097483473553,0.5290871580977277
37,42,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,836.2759653466333,411477.0,0.3681248572995655,0.325104789657622,0.5564409011870002,0.8700755098311114,0.3729041277676615,0.2975154139091032,0.5848750374030615,0.9242877586805891
38,21,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,839.6040124907347,411477.0,0.10148436588091614,3.646486987870536,0.01930859450748901,0.9075126040762076,0.0622938659507051,2.5106209952276286,0.027740825823499196,0.8999768956078217
39,45,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,1315.9642111131411,411477.0,0.8366007012654623,4.439108813079992,0.012146691159909516,0.6048115858284325,0.8521499925435688,4.274752747168481,0.013223608509715778,0.5696117508318861
40,47,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,2689.204113366688,411477.0,0.918455493058254,4.1968301659608525,0.8913989522217969,0.31930505717459656,0.7037099247269308,0.6876402734528964,1.2001897673021509,0.26475147055977377
41,26,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,3885.514763424341,411477.0,0.7276363992860111,4.0440125276874115,0.923071084312438,0.3869508460606965,0.9277354481865324,1.6546617248549926,1.0133729770441553,0.2685014004922266
42,37,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,3935.0656488007753,411477.0,0.7994331897668805,2.443694480930667,0.9427789999286978,0.4688501689730133,0.5250821750953023,1.8298153530495709,1.1025565555222747,0.4522102009486014
43,5,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,,411477.0,0.9459006810404732,3.5629745388019334,0.7749402694742531,0.8597884295335995,inf,inf,inf,inf
44,7,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,,411477.0,0.4723073543605126,3.9344372053616263,0.8936590854232762,0.9808931613453924,inf,inf,inf,inf
45,10,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,,411477.0,0.5103053412751074,4.376349775913312,0.7844603611395181,0.8638212846823566,inf,inf,inf,inf
46,22,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,,411477.0,0.9855542935244228,2.594690753232292,0.011180736585309714,0.8332475567255296,inf,inf,inf,inf
47,31,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,,411477.0,0.23157775254467194,3.771083088448099,0.34028617293211416,0.9135540612412136,inf,inf,inf,inf
48,36,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,,411477.0,0.5494962279615841,3.1733835849219356,0.00882735536502943,0.9135634374356064,inf,inf,inf,inf
49,49,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,,411477.0,0.4715162084433365,4.253339419445114,0.7015360809838476,0.93841264414822,inf,inf,inf,inf
0,28,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,39.4475395993547,406620.0,0.00989916641980815,2.411826839552176,0.7625165450173715,0.7144442279907615,0.0003145540305744074,105.20832176978242,0.7659335622886599,1.303004097341065
1,27,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,39.45277176116252,406620.0,0.7835606735541047,1.4582006046928435,0.32010278295746986,0.3489519526161843,0.0004994640146674681,66.83380391822847,0.7648636865270146,1.3013514305224576
2,5,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,39.45400738163528,406620.0,0.0399252967328787,2.1059069446163488,0.508492849909731,0.9344553566053896,0.0005351347207177972,62.68955434185985,0.7647644303165759,1.3043911213667094
3,32,,LearningParams_Fit_alpha-beta-exp_neg-exp_pos_Fix_,39.456174369587615,406620.0,0.6465784339117889,2.7928003440302014,0.21901247224663845,0.4726173577386595,0.0006063927750656338,55.50651787358729,0.7645987556894367,1.3048871894288665
