,Unnamed: 0,neglogprob,sub_id,x0_alpha,x0_beta,x0_exp,xopt_alpha,xopt_beta,xopt_exp,model
0,7,60.619678144117096,408952.0,0.12767170629491664,3.578589151458475,0.9023339503966707,0.009458731276701113,0.8681524482840269,0.8817947459160098,LearningParams_Fit_alpha-beta-exp_Fix_
1,34,60.61967814411711,408952.0,0.24580434997984116,4.295689594616468,0.2858565769552845,0.009458729952462566,0.8681527376382625,0.8817947135263764,LearningParams_Fit_alpha-beta-exp_Fix_
2,49,60.61967814411712,408952.0,0.5683719912630053,1.8083630744722343,0.4542721935970774,0.009458742468112121,0.8681515332276151,0.8817947263018079,LearningParams_Fit_alpha-beta-exp_Fix_
3,2,60.61967814411714,408952.0,0.2909553448954961,3.0222913992751077,0.7080888885239655,0.009458732811849942,0.8681524242421981,0.8817947227874083,LearningParams_Fit_alpha-beta-exp_Fix_
4,41,60.61967814411714,408952.0,0.3596304456011651,3.986040287398031,0.2595835792538055,0.009458741610679543,0.8681516781001328,0.8817947200249663,LearningParams_Fit_alpha-beta-exp_Fix_
5,44,60.61967814411714,408952.0,0.969327065902712,2.8749061543307928,0.7641830880021641,0.009458736268172169,0.868151938615012,0.8817947619722905,LearningParams_Fit_alpha-beta-exp_Fix_
6,3,60.61967814411714,408952.0,0.7701394542381197,2.8608257501822747,0.6373864941824889,0.009458741515070562,0.8681515139215351,0.8817947539494054,LearningParams_Fit_alpha-beta-exp_Fix_
7,42,60.61967814411714,408952.0,0.3513982499316374,0.020243346474414503,0.5764043394702809,0.00945872871058557,0.8681527824647931,0.8817947304519944,LearningParams_Fit_alpha-beta-exp_Fix_
8,20,60.61967814411714,408952.0,0.4931354642634882,0.8547392550296928,0.3234926430374008,0.009458741325308018,0.8681516339621024,0.8817947241300619,LearningParams_Fit_alpha-beta-exp_Fix_
9,15,60.61967814411715,408952.0,0.04143805228021336,1.8905758664466503,0.3167228913926713,0.009458734392351752,0.8681523100460182,0.8817947094478784,LearningParams_Fit_alpha-beta-exp_Fix_
10,38,60.619678144117174,408952.0,0.7808214400656395,1.099082676041796,0.4852332442515116,0.009458732270405305,0.8681525407750397,0.8817947090220231,LearningParams_Fit_alpha-beta-exp_Fix_
11,27,60.619678144117174,408952.0,0.8341994305850682,1.0921773220656923,0.14889366840193774,0.009458748540262706,0.8681507876841763,0.8817947719926035,LearningParams_Fit_alpha-beta-exp_Fix_
12,43,60.61967814411718,408952.0,0.2876142535048979,4.0104139594733335,0.5270504470865082,0.009458743652607536,0.8681513594370055,0.8817947453385349,LearningParams_Fit_alpha-beta-exp_Fix_
13,24,60.61967814411718,408952.0,0.13883820213240014,0.5084017281798076,0.6749613632265214,0.009458735188273414,0.8681520596325694,0.8817947550673693,LearningParams_Fit_alpha-beta-exp_Fix_
14,39,60.61967814411718,408952.0,0.07638383597133958,2.2401794714200336,0.15664600118504254,0.009458733998117835,0.8681523215553741,0.8817947248988539,LearningParams_Fit_alpha-beta-exp_Fix_
15,9,60.61967814411718,408952.0,0.27370172278879545,3.5950858954729497,0.9698741837684162,0.009458725348887509,0.8681531215956547,0.8817947148000096,LearningParams_Fit_alpha-beta-exp_Fix_
16,29,60.61967814411718,408952.0,0.5207146958855104,2.3698434895581904,0.37998920171406797,0.00945873482490491,0.8681523049218764,0.8817947068666587,LearningParams_Fit_alpha-beta-exp_Fix_
17,0,60.6196781441172,408952.0,0.8550780442910336,2.908531640236148,0.8049396490837193,0.009458730213471454,0.868152592707389,0.8817947242879709,LearningParams_Fit_alpha-beta-exp_Fix_
18,1,60.6196781441172,408952.0,0.8137398003310554,1.6870908646928118,0.810657575809048,0.009458740696969621,0.8681519484678017,0.8817946839682821,LearningParams_Fit_alpha-beta-exp_Fix_
19,30,60.6196781441172,408952.0,0.14354959522001254,4.384658397366773,0.5834247484476537,0.009458740732645736,0.8681515454539557,0.8817947556268424,LearningParams_Fit_alpha-beta-exp_Fix_
20,31,60.6196781441172,408952.0,0.5116893609542152,3.7641016010927335,0.17544277717549914,0.009458742837854188,0.8681512359389069,0.8817947766191055,LearningParams_Fit_alpha-beta-exp_Fix_
21,36,60.61967814411721,408952.0,0.04728910182573709,1.3081067450912418,0.7822769759959918,0.009458732800623041,0.8681522774953009,0.8817947593605595,LearningParams_Fit_alpha-beta-exp_Fix_
22,11,60.61967814411722,408952.0,0.910208911350984,1.030308268189708,0.3591760581017001,0.009458729298940191,0.8681527532756197,0.881794721387156,LearningParams_Fit_alpha-beta-exp_Fix_
23,32,60.61967814411722,408952.0,0.8705291803321082,3.5538855913999168,0.4704546396903222,0.009458737400936976,0.8681521993061859,0.8817946885082775,LearningParams_Fit_alpha-beta-exp_Fix_
24,13,60.61967814411722,408952.0,0.3324167963282697,0.9073174349618384,0.7361042182228539,0.009458730407553495,0.8681528666242342,0.8817946795915871,LearningParams_Fit_alpha-beta-exp_Fix_
25,21,60.61967814411724,408952.0,0.7252056783027362,2.6579583157289126,0.6590690715202275,0.009458733731258502,0.8681525219886952,0.8817946884332546,LearningParams_Fit_alpha-beta-exp_Fix_
26,8,60.61967814411724,408952.0,0.9557840414129778,0.6618507872855045,0.9673109492156928,0.009458739715644263,0.8681518181840191,0.8817947276817957,LearningParams_Fit_alpha-beta-exp_Fix_
27,23,60.61967814411725,408952.0,0.2944508639612892,0.1759882309133265,0.4603389814217413,0.009458736261660536,0.8681521110134396,0.881794720952164,LearningParams_Fit_alpha-beta-exp_Fix_
